task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc,gain_mean,gain_max
drift_binary,R3_compression,parallel,rls_online,2,256,40000,1.997710943222046,0.9867314891585639,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,3,256,40000,1.4973652362823486,0.9853006205874224,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,4,256,40000,1.5462663173675537,0.9827881209014848,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,5,256,40000,1.4310834407806396,0.9859036205120474,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,8,256,40000,1.7831566333770752,0.9838936207632973,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,9,256,40000,1.5340783596038818,0.9827378709077661,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,6,256,40000,1.9437947273254395,0.981330871083641,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,parallel,rls_online,7,256,40000,1.844785213470459,0.9869086203864224,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,0,256,40000,3.983102560043335,0.9413213235848346,1.0,0.855,0.94,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,1,256,40000,4.7442216873168945,0.7912436873445391,1.0,0.68,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,2,256,40000,4.8177330493927,0.9328260596467425,1.0,0.785,0.935,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,3,256,40000,4.524729490280151,0.7362860229642471,1.0,0.5,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,4,256,40000,4.61559796333313,0.948361096454863,1.0,0.93,0.96,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,5,256,40000,4.387614727020264,0.9481177608602798,1.0,0.935,0.885,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,6,256,40000,4.464907884597778,0.8198044018994498,1.0,0.745,0.675,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,7,256,40000,4.256131172180176,0.8220656516167936,1.0,0.695,0.615,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,8,256,40000,4.17720890045166,0.9145696088037988,1.0,0.71,0.93,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_base,9,256,40000,4.374846696853638,0.7656448330443959,1.0,0.58,0.58,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_boost,0,256,40000,4.647240161895752,0.9363593879550763,1.0,0.87,0.905,1.103013064902727,9.7
drift_binary,R3_compression,random_graph_k25,delta_boost,1,256,40000,4.282465219497681,0.7382839627145047,1.0,0.6,0.5,4.777620473732823,9.97934227875416
drift_binary,R3_compression,random_graph_k25,delta_boost,2,256,40000,4.354140520095825,0.7469048516368935,1.0,0.575,0.5,4.550229154285037,9.998254023615928
drift_binary,R3_compression,random_graph_k25,delta_boost,3,256,40000,4.09052300453186,0.7272214265973217,1.0,0.48,0.5,4.950106592519682,9.99957214433829
drift_binary,R3_compression,random_graph_k25,delta_boost,4,256,40000,4.37432861328125,0.9491830607271173,1.0,0.94,0.965,1.1164318015928558,9.7
drift_binary,R3_compression,random_graph_k25,delta_boost,5,256,40000,4.0155487060546875,0.9307165649104293,1.0,0.95,0.6775,1.2863097022767747,9.994
drift_binary,R3_compression,random_graph_k25,delta_boost,6,256,40000,4.12685751914978,0.7516894047888244,1.0,0.545,0.585,4.707119370194168,9.996711533909561
drift_binary,R3_compression,random_graph_k25,delta_boost,7,256,40000,4.572012901306152,0.7398748775156403,1.0,0.6,0.5,4.729484031752927,9.999145947180109
drift_binary,R3_compression,random_graph_k25,delta_high,0,256,40000,4.565012454986572,0.6547307856586518,0.855,0.5,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,1,256,40000,3.746671199798584,0.6684093364488329,0.84,0.6,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_boost,8,256,40000,3.983232259750366,0.7375883771764528,1.0,0.5,0.5,4.6141576035816065,9.994
drift_binary,R3_compression,random_graph_k25,delta_boost,9,256,40000,4.481679439544678,0.7290453757443279,1.0,0.415,0.5,4.788218701863538,9.998506798463284
drift_binary,R3_compression,random_graph_k25,delta_high,2,256,40000,4.111676931381226,0.6669571116303611,0.84,0.575,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,3,256,40000,4.482959032058716,0.6510173111228361,0.84,0.48,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,6,256,40000,3.8076815605163574,0.6695306650586668,0.825,0.545,0.585,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,7,256,40000,4.319485187530518,0.6615853873018266,0.835,0.6,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,4,256,40000,4.623654842376709,0.6635462676817165,0.83,0.5,0.6,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,5,256,40000,4.4785051345825195,0.6721803472274566,0.825,0.5,0.59,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,8,256,40000,4.504390478134155,0.6531683877289516,0.84,0.5,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,delta_high,9,256,40000,3.8660988807678223,0.6534443858194519,0.855,0.415,0.5,0.0,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,0,256,40000,4.118361949920654,0.9994208688223913,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,1,256,40000,4.246758460998535,0.9999736187532976,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,delta_base,0,256,40000,2.081465482711792,0.9585293083088365,0.99,0.885,0.995,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,1,256,40000,1.8675487041473389,0.9557151830356021,0.99,0.87,0.985,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,2,256,40000,2.0322959423065186,0.9647923419009572,0.995,0.89,0.995,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,3,256,40000,1.5500974655151367,0.9424832290645964,0.99,0.86,0.975,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,6,256,40000,1.8342499732971191,0.9555526243059219,0.985,0.89,0.995,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,7,256,40000,1.8312819004058838,0.956165422979322,0.98,0.87,1.0,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,4,256,40000,2.1129143238067627,0.9582901183387352,0.99,0.89,0.99,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,5,256,40000,1.7492053508758545,0.963581568302304,0.99,0.885,0.99,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,8,256,40000,1.2723820209503174,0.966215296098088,1.0,0.88,0.995,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_base,9,256,40000,1.6857819557189941,0.9591168563603929,0.99,0.825,0.995,0.0,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,6,256,40000,3.899921417236328,0.9989183688852038,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,7,256,40000,4.323017835617065,0.9994711188161101,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,2,256,40000,4.574917316436768,0.9994208688223913,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,3,256,40000,4.39458966255188,0.9993706188286726,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,delta_boost,2,256,40000,1.353759527206421,0.9638035476495566,0.995,0.9125000000000001,0.995,1.1320227301166774,9.994
drift_binary,R4_near_inversion,parallel,delta_boost,3,256,40000,1.7567999362945557,0.7756164417979448,0.985,0.585,0.615,4.832369807370839,9.999016365703058
drift_binary,R4_near_inversion,parallel,delta_boost,0,256,40000,1.5403895378112793,0.9572718022160247,0.995,0.875,0.995,1.132465942824034,9.71788
drift_binary,R4_near_inversion,parallel,delta_boost,1,256,40000,2.069753646850586,0.9566436772945404,0.99,0.9,0.995,1.1346343072855418,9.7
drift_binary,R3_compression,random_graph_k25,rls_online,4,256,40000,4.2406556606292725,0.9993706188286726,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,5,256,40000,4.640200853347778,0.9994711188161101,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,8,256,40000,4.083903074264526,0.9994711188161101,1.0,1.0,1.0,nan,0.0
drift_binary,R3_compression,random_graph_k25,rls_online,9,256,40000,4.797645568847656,0.9993203688349538,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,delta_boost,4,256,40000,1.6837129592895508,0.9566852591643425,0.99,0.88,0.99,1.1223173904949066,9.7
drift_binary,R4_near_inversion,parallel,delta_boost,5,256,40000,2.2039031982421875,0.9601932112258487,0.99,0.905,0.99,1.1425646858633072,9.994
drift_binary,R4_near_inversion,parallel,delta_boost,6,256,40000,1.6733875274658203,0.9563792367025954,0.985,0.9,1.0,1.1525313356524662,9.735051952
drift_binary,R4_near_inversion,parallel,delta_boost,7,256,40000,1.9151561260223389,0.9549385693826788,0.975,0.91,1.0,1.1800958692618864,9.994
drift_binary,R4_near_inversion,parallel,delta_high,4,256,40000,1.4106404781341553,0.6730283158714605,0.635,0.65,0.715,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,5,256,40000,1.575995683670044,0.6856963392879576,0.725,0.65,0.705,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_boost,8,256,40000,1.8664348125457764,0.9634126026984245,1.0,0.865,0.995,1.159741977198862,9.994
drift_binary,R4_near_inversion,parallel,delta_boost,9,256,40000,1.5810070037841797,0.9595694831788145,0.99,0.83,1.0,1.1291070470723001,9.7
drift_binary,R4_near_inversion,parallel,delta_high,2,256,40000,1.6329622268676758,0.6565342579332177,0.655,0.685,0.62,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,3,256,40000,1.4928665161132812,0.6215248360593955,0.655,0.585,0.615,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,0,256,40000,1.442040205001831,0.6507859099017612,0.72,0.635,0.635,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,1,256,40000,2.0755653381347656,0.6490532901183388,0.675,0.695,0.64,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,6,256,40000,1.5227251052856445,0.6461786136026733,0.615,0.66,0.695,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,7,256,40000,1.9483637809753418,0.6406746061656742,0.63,0.69,0.6,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,8,256,40000,1.4900119304656982,0.6481962764754654,0.665,0.605,0.62,0.0,0.0
drift_binary,R4_near_inversion,parallel,delta_high,9,256,40000,2.0818145275115967,0.6355173236853345,0.715,0.55,0.625,0.0,0.0
drift_binary,R4_near_inversion,parallel,rls_online,0,256,40000,1.6714050769805908,0.9912539885932514,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,1,256,40000,2.071352958679199,0.9909286198839224,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,4,256,40000,1.844024419784546,0.99183311977086,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,5,256,40000,1.4175028800964355,0.992436119695485,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,8,256,40000,1.5884170532226562,0.99143111982111,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,9,256,40000,1.6796135902404785,0.9917828697771413,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,2,256,40000,1.689845085144043,0.991756488530439,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,3,256,40000,1.9044373035430908,0.9883156202105474,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,6,256,40000,1.5566701889038086,0.9913808698273912,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,parallel,rls_online,7,256,40000,1.9640910625457764,0.99143111982111,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,2,256,40000,3.965175151824951,0.961452727318409,1.0,0.93,1.0,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,3,256,40000,4.260413408279419,0.9394429788196276,1.0,0.9,0.94,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,0,256,40000,4.553380727767944,0.9604864199391975,1.0,0.925,0.99,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,1,256,40000,4.567169427871704,0.9370670334916209,1.0,0.93,0.94,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,4,256,40000,4.752064228057861,0.9605553880555765,1.0,0.93,0.995,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,5,256,40000,4.446794509887695,0.9642923544634557,1.0,0.925,1.0,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,6,256,40000,4.696287155151367,0.9536754101655738,1.0,0.915,0.985,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,7,256,40000,4.367844581604004,0.9483825783271776,1.0,0.935,0.965,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,2,256,40000,3.7466509342193604,0.9627838496520187,1.0,0.93,1.0,1.1150089521242061,9.994
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,3,256,40000,3.7378427982330322,0.9393525288309339,1.0,0.9,0.935,1.1141481060759995,9.7
drift_binary,R4_near_inversion,random_graph_k25,delta_base,8,256,40000,3.880368709564209,0.9664439335695082,1.0,0.915,1.0,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_base,9,256,40000,4.001314878463745,0.938400040199995,1.0,0.865,0.95,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,4,256,40000,4.0164642333984375,0.9593981307002338,1.0,0.93,0.995,1.1164318015928558,9.7
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,5,256,40000,4.199068069458008,0.9635373483078314,1.0,0.91,1.0,1.1185535012890202,9.994
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,0,256,40000,4.21691632270813,0.9602684605914426,1.0,0.925,0.985,1.1018144434242059,9.7
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,1,256,40000,4.4705657958984375,0.9344699881912514,1.0,0.94,0.94,1.1102097030659195,9.7
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,6,256,40000,4.0991411209106445,0.9501115549860556,1.0,0.94,0.98,1.1156816379322194,9.71788
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,7,256,40000,4.521072626113892,0.9491987638501544,1.0,0.915,0.98,1.1257272539185792,9.994
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,8,256,40000,4.398616313934326,0.9649482425064697,1.0,0.91,1.0,1.129649533008508,9.994
drift_binary,R4_near_inversion,random_graph_k25,delta_boost,9,256,40000,4.359563589096069,0.9463564985804376,1.0,0.895,0.975,1.1042515384603393,9.7
drift_binary,R4_near_inversion,random_graph_k25,delta_high,2,256,40000,3.8924169540405273,0.8274005678249291,0.84,0.855,0.835,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,3,256,40000,4.060485363006592,0.8067583729052034,0.84,0.755,0.775,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,0,256,40000,4.326508283615112,0.8198871887641015,0.855,0.835,0.83,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,1,256,40000,3.9965789318084717,0.8203560212054974,0.84,0.85,0.805,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,4,256,40000,3.884197950363159,0.8237560614054924,0.83,0.84,0.855,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,5,256,40000,4.212715148925781,0.8258973392628326,0.825,0.835,0.855,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,6,256,40000,3.983149290084839,0.8202085374739327,0.825,0.85,0.85,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,7,256,40000,4.386017560958862,0.8194866963141629,0.835,0.85,0.825,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,8,256,40000,3.9842634201049805,0.8198868118891486,0.84,0.835,0.83,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,delta_high,9,256,40000,3.7937912940979004,0.813848144518982,0.855,0.805,0.805,0.0,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,0,256,40000,4.421125650405884,0.9974108690736413,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,1,256,40000,3.7875828742980957,0.9984661189417351,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,2,256,40000,3.5854387283325195,0.9984158689480163,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,3,256,40000,2.5841870307922363,0.99786311901711,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,4,256,40000,3.3543665409088135,0.99786311901711,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,5,256,40000,2.718738317489624,0.9984661189417351,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,8,256,40000,3.0783207416534424,0.9984661189417351,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,9,256,40000,2.521927833557129,0.9978128690233913,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,6,256,40000,3.156297445297241,0.9979133690108288,1.0,1.0,1.0,nan,0.0
drift_binary,R4_near_inversion,random_graph_k25,rls_online,7,256,40000,2.6141858100891113,0.9979636190045476,1.0,1.0,1.0,nan,0.0
