task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc
drift_binary,R3_compression,parallel,rmhl_norm,6,256,40000,17.726053714752197,0.7135461420567322,0.88,0.59,0.5
drift_binary,R3_compression,parallel,rmhl_norm,7,256,40000,14.992754220962524,0.6940105776236778,0.88,0.43,0.5
drift_binary,R3_compression,parallel,delta_derived,2,256,40000,16.984883546829224,0.79078791990151,0.995,0.645,0.635
drift_binary,R3_compression,parallel,delta_derived,3,256,40000,12.289296388626099,0.7458918117635236,0.99,0.515,0.575
drift_binary,R3_compression,parallel,delta_derived,0,256,40000,16.98906183242798,0.7834935051883118,0.99,0.6,0.6
drift_binary,R3_compression,parallel,delta_derived,1,256,40000,12.360871076583862,0.7614173010728374,0.99,0.63,0.51
drift_binary,R3_compression,parallel,delta_derived,4,256,40000,16.98367691040039,0.796113288610839,0.99,0.6,0.68
drift_binary,R3_compression,parallel,delta_derived,5,256,40000,11.963088274002075,0.8003389362076329,0.99,0.635,0.68
drift_binary,R3_compression,parallel,delta_derived,6,256,40000,17.430787801742554,0.7700510037436245,0.985,0.65,0.5725
drift_binary,R3_compression,parallel,delta_derived,7,256,40000,11.450678825378418,0.7693880807014899,0.98,0.605,0.56
drift_binary,R3_compression,parallel,delta_derived,8,256,40000,13.36339282989502,0.77739591970051,1.0,0.595,0.505
drift_binary,R3_compression,parallel,delta_derived,9,256,40000,6.302574157714844,0.7582864752141906,0.99,0.565,0.5
drift_binary,R3_compression,random_graph_k25,rmhl,0,256,40000,21.617103815078735,0.7258119142735108,0.95,0.5,0.505
drift_binary,R3_compression,random_graph_k25,rmhl,1,256,40000,17.4284029006958,0.7195871963016005,0.945,0.5,0.465
drift_binary,R3_compression,random_graph_k25,rmhl,2,256,40000,18.261631727218628,0.7338139745232531,0.935,0.5,0.535
drift_binary,R3_compression,random_graph_k25,rmhl,3,256,40000,17.748303413391113,0.7057220924097385,0.94,0.5,0.5
drift_binary,R3_compression,random_graph_k25,rmhl,4,256,40000,18.091885089874268,0.7254349136956357,0.93,0.525,0.5
drift_binary,R3_compression,random_graph_k25,rmhl,5,256,40000,17.731159210205078,0.7233350920831135,0.93,0.5,0.5
drift_binary,R3_compression,random_graph_k25,rmhl,6,256,40000,17.78235363960266,0.7129956533755433,0.93,0.59,0.5
drift_binary,R3_compression,random_graph_k25,rmhl,7,256,40000,18.05153512954712,0.7131775583528052,0.93,0.43,0.5
drift_binary,R3_compression,random_graph_k25,rmhl_norm,2,256,40000,17.640957593917847,0.7338139745232531,0.935,0.5,0.535
drift_binary,R3_compression,random_graph_k25,rmhl_norm,3,256,40000,17.99432373046875,0.7223045903369262,0.94,0.405,0.5
drift_binary,R3_compression,random_graph_k25,rmhl_norm,0,256,40000,17.987823486328125,0.7258119142735108,0.95,0.5,0.505
drift_binary,R3_compression,random_graph_k25,rmhl_norm,1,256,40000,17.781293869018555,0.7195871963016005,0.945,0.5,0.465
drift_binary,R3_compression,random_graph_k25,rmhl,8,256,40000,18.314244747161865,0.7010397979950252,0.94,0.5,0.485
drift_binary,R3_compression,random_graph_k25,rmhl,9,256,40000,18.21872329711914,0.7256233511720811,0.95,0.5,0.48
drift_binary,R3_compression,random_graph_k25,rmhl_norm,4,256,40000,17.774523973464966,0.7254349136956357,0.93,0.525,0.5
drift_binary,R3_compression,random_graph_k25,rmhl_norm,5,256,40000,18.155173301696777,0.7233350920831135,0.93,0.5,0.5
drift_binary,R4_near_inversion,parallel,rmhl,0,256,40000,7.133448362350464,0.5107121680359791,0.915,0.12,0.125
drift_binary,R4_near_inversion,parallel,rmhl,1,256,40000,6.93520975112915,0.5204055174493103,0.91,0.11,0.115
drift_binary,R3_compression,random_graph_k25,rmhl_norm,6,256,40000,17.794166803359985,0.7322464259691968,0.93,0.59,0.5
drift_binary,R3_compression,random_graph_k25,rmhl_norm,7,256,40000,16.38067054748535,0.7131775583528052,0.93,0.43,0.5
drift_binary,R3_compression,random_graph_k25,delta_derived,0,256,40000,17.695513248443604,0.9413213235848346,1.0,0.855,0.94
drift_binary,R3_compression,random_graph_k25,delta_derived,1,256,40000,16.76268720626831,0.7912436873445391,1.0,0.68,0.5
drift_binary,R3_compression,random_graph_k25,rmhl_norm,8,256,40000,17.465685606002808,0.7010397979950252,0.94,0.5,0.485
drift_binary,R3_compression,random_graph_k25,rmhl_norm,9,256,40000,17.275880813598633,0.7300428381196453,0.95,0.5,0.5
drift_binary,R4_near_inversion,parallel,rmhl,2,256,40000,5.7963433265686035,0.5144732544408432,0.895,0.11,0.135
drift_binary,R4_near_inversion,parallel,rmhl,3,256,40000,7.214995861053467,0.5339066857616642,0.89,0.175,0.195
drift_binary,R3_compression,random_graph_k25,delta_derived,4,256,40000,17.08046245574951,0.948361096454863,1.0,0.93,0.96
drift_binary,R3_compression,random_graph_k25,delta_derived,5,256,40000,16.542829513549805,0.9481177608602798,1.0,0.935,0.885
drift_binary,R3_compression,random_graph_k25,delta_derived,6,256,40000,17.244035959243774,0.8198044018994498,1.0,0.745,0.675
drift_binary,R3_compression,random_graph_k25,delta_derived,7,256,40000,16.487935781478882,0.8220656516167936,1.0,0.695,0.615
drift_binary,R3_compression,random_graph_k25,delta_derived,2,256,40000,17.406616687774658,0.9328260596467425,1.0,0.785,0.935
drift_binary,R3_compression,random_graph_k25,delta_derived,3,256,40000,16.79127073287964,0.7362860229642471,1.0,0.5,0.5
