task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc,n_flips,n_prunes
drift_binary,R2_partial_shift,random_graph_k25,pop5_norm,4,256,40000,7.717550992965698,0.7106413155448356,0.93,0.5,0.5,42,38
drift_binary,R2_partial_shift,random_graph_k25,pop5_norm,5,256,40000,8.018545150756836,0.7147925931509259,0.93,0.525,0.5,40,38
drift_binary,R3_compression,parallel,rmhl,6,256,40000,3.364252805709839,0.6922853697143287,0.88,0.59,0.5,0,0
drift_binary,R3_compression,parallel,rmhl,7,256,40000,3.3431179523468018,0.6928070902741137,0.88,0.43,0.5,0,0
drift_binary,R3_compression,parallel,rmhl,8,256,40000,3.106506824493408,0.6808939473882566,0.905,0.5,0.485,0,0
drift_binary,R3_compression,parallel,rmhl,9,256,40000,3.6825411319732666,0.7058678173915228,0.92,0.5,0.48,0,0
drift_binary,R3_compression,parallel,rmhl_norm,2,256,40000,3.370410442352295,0.6852352955955882,0.895,0.5,0.465,0,0
drift_binary,R3_compression,parallel,rmhl_norm,3,256,40000,3.071289300918579,0.7049925881259265,0.89,0.4375,0.5,0,0
drift_binary,R3_compression,parallel,rmhl_norm,4,256,40000,3.260450601577759,0.7074798371900203,0.88,0.525,0.5,0,0
drift_binary,R3_compression,parallel,rmhl_norm,5,256,40000,3.4449219703674316,0.7072420290947464,0.895,0.5,0.5,0,0
drift_binary,R3_compression,parallel,rmhl_norm,0,256,40000,3.5418026447296143,0.6989315595085551,0.915,0.5,0.425,0,0
drift_binary,R3_compression,parallel,rmhl_norm,1,256,40000,3.3498947620391846,0.6998635712670536,0.91,0.5,0.535,0,0
drift_binary,R3_compression,parallel,rmhl_norm,6,256,40000,3.8521320819854736,0.7135461420567322,0.88,0.59,0.5,0,0
drift_binary,R3_compression,parallel,rmhl_norm,7,256,40000,3.1762890815734863,0.6940105776236778,0.88,0.43,0.5,0,0
drift_binary,R3_compression,parallel,rmhl_norm,8,256,40000,3.3866465091705322,0.6817984472751941,0.905,0.5,0.485,0,0
drift_binary,R3_compression,parallel,rmhl_norm,9,256,40000,3.4755752086639404,0.7052623049672119,0.92,0.5,0.52,0,0
drift_binary,R2_partial_shift,random_graph_k25,pop5_norm,8,256,40000,7.85155463218689,0.7215694329288208,0.94,0.5,0.51,40,38
drift_binary,R2_partial_shift,random_graph_k25,pop5_norm,9,256,40000,7.884172201156616,0.7267514635310671,0.95,0.5,0.45,40,38
drift_binary,R3_compression,parallel,single_flip,0,256,40000,3.6567249298095703,0.7044113213235849,0.915,0.4525,0.505,2,0
drift_binary,R3_compression,parallel,single_flip,1,256,40000,3.6237494945526123,0.7109185698851787,0.91,0.5,0.535,5,0
drift_binary,R3_compression,parallel,single_flip,2,256,40000,3.8685646057128906,0.7124205421974323,0.895,0.4,0.535,2,0
drift_binary,R3_compression,parallel,single_flip,3,256,40000,3.559347629547119,0.679870103766237,0.89,0.42,0.5,2,0
drift_binary,R3_compression,parallel,single_flip,6,256,40000,3.3857016563415527,0.7110336423707947,0.88,0.59,0.5,3,0
drift_binary,R3_compression,parallel,single_flip,7,256,40000,3.326244592666626,0.6897920906509887,0.88,0.4,0.5,2,0
drift_binary,R3_compression,parallel,single_flip,4,256,40000,3.591520071029663,0.7044648375668953,0.88,0.585,0.5,4,0
drift_binary,R3_compression,parallel,single_flip,5,256,40000,3.58107852935791,0.7042270294716213,0.895,0.5,0.5,2,0
drift_binary,R3_compression,parallel,single_flip_norm,2,256,40000,3.243783712387085,0.6857377955327756,0.895,0.41,0.465,1,0
drift_binary,R3_compression,parallel,single_flip_norm,3,256,40000,3.3008246421813965,0.7041132132358483,0.89,0.405,0.5,2,0
drift_binary,R3_compression,parallel,single_flip,8,256,40000,3.172260046005249,0.6818989472626317,0.905,0.5,0.485,2,0
drift_binary,R3_compression,parallel,single_flip,9,256,40000,3.9192850589752197,0.7183273033340871,0.92,0.5,0.52,3,0
drift_binary,R3_compression,parallel,single_flip_norm,0,256,40000,3.280273199081421,0.6959165598854301,0.915,0.4525,0.425,2,0
drift_binary,R3_compression,parallel,single_flip_norm,1,256,40000,3.6978139877319336,0.7048885706389286,0.91,0.5,0.535,4,0
drift_binary,R3_compression,parallel,single_flip_norm,4,256,40000,3.728466510772705,0.7044648375668953,0.88,0.585,0.5,4,0
drift_binary,R3_compression,parallel,single_flip_norm,5,256,40000,3.4464774131774902,0.7042270294716213,0.895,0.5,0.5,2,0
drift_binary,R3_compression,parallel,single_flip_norm,6,256,40000,3.8323867321014404,0.7110336423707947,0.88,0.59,0.5,2,0
drift_binary,R3_compression,parallel,single_flip_norm,7,256,40000,4.660585403442383,0.6940105776236778,0.88,0.4,0.5,2,0
drift_binary,R3_compression,parallel,single_flip_norm,8,256,40000,7.005031108856201,0.6833561970804755,0.905,0.5,0.485,2,0
drift_binary,R3_compression,parallel,single_flip_norm,9,256,40000,4.788612365722656,0.7183273033340871,0.92,0.5,0.52,3,0
drift_binary,R3_compression,parallel,pop5_norm,0,256,40000,6.511996030807495,0.6934065726991785,0.915,0.425,0.49,34,38
drift_binary,R3_compression,parallel,pop5_norm,1,256,40000,5.63402533531189,0.699361071329866,0.91,0.5,0.49,38,38
drift_binary,R3_compression,parallel,pop5_norm,2,256,40000,6.5580549240112305,0.7106354111705736,0.895,0.5,0.5,37,38
drift_binary,R3_compression,parallel,pop5_norm,3,256,40000,5.685952425003052,0.6989625888796763,0.89,0.5,0.5,33,38
drift_binary,R3_compression,parallel,pop5_norm,6,256,40000,6.792272329330444,0.7019886435014195,0.88,0.525,0.5,26,38
drift_binary,R3_compression,parallel,pop5_norm,7,256,40000,5.502789735794067,0.6854680786914902,0.88,0.405,0.48,39,38
drift_binary,R3_compression,parallel,pop5_norm,4,256,40000,6.979801893234253,0.6941686138539233,0.88,0.5,0.5,40,38
drift_binary,R3_compression,parallel,pop5_norm,5,256,40000,5.555721044540405,0.6986995301625588,0.895,0.525,0.5,40,38
drift_binary,R3_compression,parallel,pop5_norm,8,256,40000,7.062726736068726,0.700479008065124,0.905,0.5,0.515,37,38
drift_binary,R3_compression,parallel,pop5_norm,9,256,40000,5.255195379257202,0.7130668827416397,0.92,0.5,0.5,28,38
drift_binary,R3_compression,random_graph_k25,rmhl,0,256,40000,10.85903787612915,0.7258119142735108,0.95,0.5,0.505,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,1,256,40000,7.998246669769287,0.7195871963016005,0.945,0.5,0.465,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,2,256,40000,9.464844465255737,0.7338139745232531,0.935,0.5,0.535,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,3,256,40000,7.8144896030426025,0.7057220924097385,0.94,0.5,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,4,256,40000,8.093970775604248,0.7254349136956357,0.93,0.525,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,5,256,40000,7.419921636581421,0.7233350920831135,0.93,0.5,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,6,256,40000,8.259325742721558,0.7129956533755433,0.93,0.59,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,7,256,40000,7.43721342086792,0.7131775583528052,0.93,0.43,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,0,256,40000,7.867666006088257,0.7258119142735108,0.95,0.5,0.505,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,1,256,40000,7.348042249679565,0.7195871963016005,0.945,0.5,0.465,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,8,256,40000,8.063009023666382,0.7010397979950252,0.94,0.5,0.485,0,0
drift_binary,R3_compression,random_graph_k25,rmhl,9,256,40000,7.716196775436401,0.7256233511720811,0.95,0.5,0.48,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,2,256,40000,8.086318254470825,0.7338139745232531,0.935,0.5,0.535,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,3,256,40000,7.321105241775513,0.7223045903369262,0.94,0.405,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,4,256,40000,7.770188331604004,0.7254349136956357,0.93,0.525,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,5,256,40000,7.578545331954956,0.7233350920831135,0.93,0.5,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,6,256,40000,7.151571989059448,0.7322464259691968,0.93,0.59,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,7,256,40000,7.413310289382935,0.7131775583528052,0.93,0.43,0.5,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,8,256,40000,7.373668909072876,0.7010397979950252,0.94,0.5,0.485,0,0
drift_binary,R3_compression,random_graph_k25,rmhl_norm,9,256,40000,7.525436162948608,0.7300428381196453,0.95,0.5,0.5,0,0
drift_binary,R3_compression,random_graph_k25,single_flip,4,256,40000,7.458113193511963,0.7224199140725106,0.93,0.585,0.5,4,0
drift_binary,R3_compression,random_graph_k25,single_flip,5,256,40000,6.945082187652588,0.7203200924599885,0.93,0.5,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,2,256,40000,7.917407512664795,0.7307989749001281,0.935,0.4,0.535,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,3,256,40000,6.853311061859131,0.7047170925353634,0.94,0.42,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,0,256,40000,7.927248477935791,0.7227969146503856,0.95,0.4525,0.505,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,1,256,40000,7.2692155838012695,0.7298934700133163,0.945,0.5,0.535,5,0
drift_binary,R3_compression,random_graph_k25,single_flip,6,256,40000,7.6643524169921875,0.7317439260320092,0.93,0.59,0.5,3,0
drift_binary,R3_compression,random_graph_k25,single_flip,7,256,40000,6.843564033508301,0.7101625587296801,0.93,0.4,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,8,256,40000,7.824077129364014,0.7020447978694002,0.94,0.5,0.485,2,0
drift_binary,R3_compression,random_graph_k25,single_flip,9,256,40000,6.855566740036011,0.7380828371146454,0.95,0.5,0.52,3,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,0,256,40000,8.13475775718689,0.7227969146503856,0.95,0.4525,0.505,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,1,256,40000,6.565771102905273,0.7302954699630663,0.945,0.5,0.535,5,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,2,256,40000,6.692373752593994,0.7307989749001281,0.935,0.4,0.535,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,3,256,40000,5.827550649642944,0.7271260772342404,0.94,0.4,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,4,256,40000,6.785799741744995,0.7224199140725106,0.93,0.585,0.5,4,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,5,256,40000,5.7808005809783936,0.7203200924599885,0.93,0.5,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,8,256,40000,5.939353704452515,0.7020447978694002,0.94,0.5,0.485,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,9,256,40000,5.8293256759643555,0.7380828371146454,0.95,0.5,0.52,3,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,6,256,40000,5.871344566345215,0.7292314263460717,0.93,0.59,0.5,2,0
drift_binary,R3_compression,random_graph_k25,single_flip_norm,7,256,40000,6.035619258880615,0.7101625587296801,0.93,0.4,0.5,2,0
drift_binary,R4_near_inversion,parallel,rmhl,0,256,40000,2.605415105819702,0.5107121680359791,0.915,0.12,0.125,0,0
drift_binary,R4_near_inversion,parallel,rmhl,1,256,40000,3.144674062728882,0.5204055174493103,0.91,0.11,0.115,0,0
drift_binary,R3_compression,random_graph_k25,pop5_norm,2,256,40000,6.380048990249634,0.7249938443757694,0.935,0.5,0.5,45,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,3,256,40000,6.854369401931763,0.7238095776488028,0.94,0.5,0.5,35,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,4,256,40000,6.447355031967163,0.7121236903595386,0.93,0.5,0.5,40,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,5,256,40000,6.826703310012817,0.7147925931509259,0.93,0.525,0.5,40,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,0,256,40000,6.436697006225586,0.712244415969448,0.95,0.425,0.5,33,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,1,256,40000,7.254353284835815,0.7157229717846285,0.945,0.41,0.49,40,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,6,256,40000,6.478048801422119,0.720688927413884,0.93,0.525,0.5,26,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,7,256,40000,6.895395040512085,0.7078485465189316,0.93,0.405,0.48,38,38
drift_binary,R4_near_inversion,parallel,rmhl,4,256,40000,3.6669113636016846,0.5077479209065099,0.88,0.11,0.09,0,0
drift_binary,R4_near_inversion,parallel,rmhl,5,256,40000,3.0585522651672363,0.5065488304313962,0.895,0.095,0.095,0,0
drift_binary,R3_compression,random_graph_k25,pop5_norm,8,256,40000,6.263680934906006,0.7211938142257732,0.94,0.5,0.515,37,38
drift_binary,R3_compression,random_graph_k25,pop5_norm,9,256,40000,7.508373022079468,0.7327538252807718,0.95,0.5,0.5,27,38
drift_binary,R4_near_inversion,parallel,rmhl,2,256,40000,3.6064441204071045,0.5144732544408432,0.895,0.11,0.135,0,0
drift_binary,R4_near_inversion,parallel,rmhl,3,256,40000,3.677384376525879,0.5339066857616642,0.89,0.175,0.195,0,0
drift_binary,R4_near_inversion,parallel,rmhl,6,256,40000,3.776482582092285,0.5087472676565915,0.88,0.11,0.11,0,0
drift_binary,R4_near_inversion,parallel,rmhl,7,256,40000,3.580371856689453,0.5185872214265973,0.88,0.105,0.15,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,2,256,40000,3.32123064994812,0.8906826461646692,0.895,0.9,0.87,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,3,256,40000,3.1401615142822266,0.8588073163990855,0.89,0.825,0.845,0,0
drift_binary,R4_near_inversion,parallel,rmhl,8,256,40000,3.8017280101776123,0.5076927715384035,0.905,0.14,0.13,0,0
drift_binary,R4_near_inversion,parallel,rmhl,9,256,40000,3.2926881313323975,0.5205119218110098,0.92,0.15,0.135,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,4,256,40000,3.4922006130218506,0.8907850305268712,0.88,0.9,0.91,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,5,256,40000,3.408644676208496,0.8970058541242681,0.895,0.905,0.905,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,0,256,40000,3.5888993740081787,0.8887112132860984,0.915,0.88,0.88,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,1,256,40000,3.5022013187408447,0.8790676113665485,0.91,0.885,0.885,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,6,256,40000,3.2423832416534424,0.8815821210522349,0.88,0.885,0.895,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,7,256,40000,3.6663291454315186,0.8775668953041379,0.88,0.895,0.85,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,8,256,40000,3.3688390254974365,0.8866546066681743,0.905,0.86,0.87,0,0
drift_binary,R4_near_inversion,parallel,rmhl_norm,9,256,40000,3.519150495529175,0.8684579533177559,0.92,0.835,0.865,0,0
drift_binary,R4_near_inversion,parallel,single_flip,0,256,40000,3.44344425201416,0.8755959649255044,0.915,0.88,0.88,1,0
drift_binary,R4_near_inversion,parallel,single_flip,1,256,40000,3.9187591075897217,0.859947488756564,0.91,0.89,0.89,1,0
drift_binary,R4_near_inversion,parallel,single_flip,2,256,40000,3.721329927444458,0.8748913343885832,0.895,0.895,0.865,1,0
drift_binary,R4_near_inversion,parallel,single_flip,3,256,40000,4.0473833084106445,0.8357425692821788,0.89,0.825,0.845,1,0
drift_binary,R4_near_inversion,parallel,single_flip,4,256,40000,3.536780595779419,0.878323032084621,0.88,0.89,0.91,1,0
drift_binary,R4_near_inversion,parallel,single_flip,5,256,40000,4.0692784786224365,0.8825087309364086,0.895,0.905,0.905,1,0
drift_binary,R4_near_inversion,parallel,single_flip,6,256,40000,3.7572407722473145,0.8712054973493127,0.88,0.89,0.89,1,0
drift_binary,R4_near_inversion,parallel,single_flip,7,256,40000,4.033213138580322,0.8672970528378684,0.88,0.895,0.85,1,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,0,256,40000,3.721323251724243,0.8887112132860984,0.915,0.88,0.88,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,1,256,40000,3.881610155105591,0.8790676113665485,0.91,0.885,0.885,0,0
drift_binary,R4_near_inversion,parallel,single_flip,8,256,40000,3.720341920852661,0.874921233134846,0.905,0.86,0.87,1,0
drift_binary,R4_near_inversion,parallel,single_flip,9,256,40000,3.993297576904297,0.8610712042410995,0.92,0.85,0.865,1,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,2,256,40000,3.783599615097046,0.8906826461646692,0.895,0.9,0.87,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,3,256,40000,3.6651296615600586,0.8588073163990855,0.89,0.825,0.845,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,4,256,40000,3.68086314201355,0.8907850305268712,0.88,0.9,0.91,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,5,256,40000,3.570924758911133,0.8970058541242681,0.895,0.905,0.905,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,6,256,40000,3.9583566188812256,0.8815821210522349,0.88,0.885,0.895,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,7,256,40000,3.6128127574920654,0.8775668953041379,0.88,0.895,0.85,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,8,256,40000,3.7534139156341553,0.8866546066681743,0.905,0.86,0.87,0,0
drift_binary,R4_near_inversion,parallel,single_flip_norm,9,256,40000,3.2560439109802246,0.8684579533177559,0.92,0.835,0.865,0,0
drift_binary,R4_near_inversion,parallel,pop5_norm,0,256,40000,4.622144460678101,0.8887112132860984,0.915,0.88,0.88,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,1,256,40000,4.268036365509033,0.8790676113665485,0.91,0.885,0.885,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,2,256,40000,4.526031732559204,0.8906826461646692,0.895,0.9,0.87,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,3,256,40000,3.9861485958099365,0.8588073163990855,0.89,0.825,0.845,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,6,256,40000,4.322707414627075,0.8815821210522349,0.88,0.885,0.895,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,7,256,40000,4.134181022644043,0.8775668953041379,0.88,0.895,0.85,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,4,256,40000,4.482152700424194,0.8907850305268712,0.88,0.9,0.91,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,5,256,40000,4.351755619049072,0.8970058541242681,0.895,0.905,0.905,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,8,256,40000,4.1098480224609375,0.8866924197884476,0.905,0.86,0.87,0,38
drift_binary,R4_near_inversion,parallel,pop5_norm,9,256,40000,4.0628502368927,0.8685265445591821,0.92,0.835,0.865,1,38
drift_binary,R4_near_inversion,random_graph_k25,rmhl,0,256,40000,6.965794563293457,0.49600386924951634,0.95,0.05,0.06,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,1,256,40000,7.182699203491211,0.5016159141730108,0.945,0.05,0.05,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,2,256,40000,7.069468021392822,0.4983698902037637,0.935,0.04,0.055,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,3,256,40000,7.296471118927002,0.5438618376422703,0.94,0.075,0.2,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,4,256,40000,7.1232218742370605,0.4944228788221401,0.93,0.04,0.05,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,5,256,40000,7.147505760192871,0.49645285294339336,0.93,0.04,0.04,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,8,256,40000,7.2465057373046875,0.4968750785156151,0.94,0.06,0.07,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,9,256,40000,7.092994928359985,0.5014355166955604,0.95,0.075,0.06,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,6,256,40000,7.105818271636963,0.4978691490163563,0.93,0.05,0.05,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,7,256,40000,7.303132057189941,0.5050634406170699,0.93,0.05,0.075,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,0,256,40000,6.943683624267578,0.9381882364764705,0.95,0.95,0.94,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,1,256,40000,7.358936309814453,0.9372814753398158,0.945,0.95,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,2,256,40000,7.1578309535980225,0.9405150624356172,0.935,0.96,0.945,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,3,256,40000,7.402466773986816,0.9340279138715106,0.94,0.925,0.945,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,4,256,40000,6.888127088546753,0.935824351146956,0.93,0.96,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,5,256,40000,7.075680732727051,0.9379814577523178,0.93,0.945,0.96,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,8,256,40000,6.929208755493164,0.9360806261149216,0.94,0.94,0.93,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,9,256,40000,6.632371664047241,0.9297086756614157,0.95,0.925,0.94,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,6,256,40000,7.567130088806152,0.9343581819552272,0.93,0.95,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,7,256,40000,7.168065309524536,0.9325903871762016,0.93,0.95,0.925,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,0,256,40000,7.434282064437866,0.9234574508178186,0.95,0.95,0.94,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,1,256,40000,6.9991114139556885,0.920975352378081,0.945,0.95,0.95,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,2,256,40000,7.180185317993164,0.9245355644330545,0.935,0.96,0.945,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,3,256,40000,7.128887891769409,0.9194554156930729,0.94,0.925,0.945,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,4,256,40000,6.948948621749878,0.9240156026230496,0.93,0.96,0.95,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,5,256,40000,7.687323331832886,0.9225295846838019,0.93,0.96,0.96,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,6,256,40000,7.15465784072876,0.9205394336825707,0.93,0.95,0.95,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,7,256,40000,7.5947887897491455,0.9187967639004044,0.93,0.95,0.925,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,8,256,40000,7.328035831451416,0.9214327529459057,0.94,0.94,0.93,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,9,256,40000,7.526018381118774,0.9178999271375092,0.95,0.925,0.94,1,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,0,256,40000,6.936705827713013,0.9381882364764705,0.95,0.95,0.94,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,1,256,40000,7.17887544631958,0.9372814753398158,0.945,0.95,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,4,256,40000,6.81925892829895,0.935824351146956,0.93,0.96,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,5,256,40000,6.813519239425659,0.9379814577523178,0.93,0.945,0.96,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,2,256,40000,7.611769914627075,0.9405150624356172,0.935,0.96,0.945,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,3,256,40000,7.284742116928101,0.9340279138715106,0.94,0.925,0.945,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,6,256,40000,7.2242584228515625,0.9343581819552272,0.93,0.95,0.95,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,7,256,40000,7.3298962116241455,0.9325903871762016,0.93,0.95,0.925,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,8,256,40000,7.089811086654663,0.9360806261149216,0.94,0.94,0.93,0,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip_norm,9,256,40000,6.96729040145874,0.9297086756614157,0.95,0.925,0.94,0,0
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,0,256,40000,8.198037147521973,0.9381882364764705,0.95,0.95,0.94,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,1,256,40000,6.675060272216797,0.9372814753398158,0.945,0.95,0.95,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,4,256,40000,7.480576992034912,0.935824351146956,0.93,0.96,0.95,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,5,256,40000,7.155672311782837,0.9379814577523178,0.93,0.945,0.96,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,2,256,40000,8.406553506851196,0.9405150624356172,0.935,0.96,0.945,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,3,256,40000,6.918622970581055,0.9340279138715106,0.94,0.925,0.945,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,6,256,40000,7.936789512634277,0.9343581819552272,0.93,0.95,0.95,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,7,256,40000,5.1707763671875,0.9325903871762016,0.93,0.95,0.925,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,8,256,40000,6.11336612701416,0.9361346448581694,0.94,0.94,0.93,0,38
drift_binary,R4_near_inversion,random_graph_k25,pop5_norm,9,256,40000,3.0435545444488525,0.9297086756614157,0.95,0.925,0.94,1,38
