task,axis,env,m_regimes,seg_blocks,pop_k,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,steady_acc,n_snaps,active_mem_blocks,bt0_lin0,bt1_cir,bt2_lin1,bt3_lin2
memory_boundaries,M,M4,4,500,4,random_graph_k25,rls_single,5,256,40000,8.636111974716187,0.8886409889198764,1.0,0,0,0.9389205702647657,0.8356950000000001,0.876,0.904305
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,0,256,40000,8.765530824661255,0.8957287505339062,1.0,84,257,0.9463391038696538,0.8453050000000001,0.884,0.9080000000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,1,256,40000,8.679724931716919,0.8890693701163287,1.0,81,134,0.9452240325865581,0.8318949999999999,0.8758100000000001,0.904
memory_boundaries,M,M4,4,500,4,random_graph_k25,rls_single,8,256,40000,10.431009769439697,0.8859036205120474,1.0,0,0,0.9433910386965377,0.842905,0.864,0.894
memory_boundaries,M,M4,4,500,4,random_graph_k25,rls_single,9,256,40000,8.675793409347534,0.880653752418281,1.0,0,0,0.9400254582484725,0.807895,0.8764000000000001,0.8994
memory_boundaries,M,M4,4,500,4,random_graph_k25,rls_single,6,256,40000,10.85435175895691,0.8900216074972991,0.9,0,0,0.9410539714867617,0.8516950000000001,0.8803050000000001,0.8875900000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,rls_single,7,256,40000,10.336196422576904,0.8708813848898268,1.0,0,0,0.9169042769857435,0.814095,0.8574100000000001,0.896
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,6,256,40000,8.141908884048462,0.9025841059269868,0.9125000000000001,83,162,0.9471639511201629,0.86,0.894,0.9095900000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,7,256,40000,8.910769701004028,0.8814338835707645,1.0,80,196,0.9209775967413443,0.832095,0.8654100000000001,0.908
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,2,256,40000,9.594586372375488,0.8927401321574834,1.0,78,319,0.9498981670061101,0.8460000000000001,0.842105,0.9340000000000002
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,3,256,40000,8.908893823623657,0.8668827416396574,0.9,73,329,0.9566395112016294,0.7904950000000001,0.8575050000000001,0.8640000000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,4,256,40000,8.390542030334473,0.8721087409864074,1.0,71,235,0.9528564154786151,0.81599,0.8285050000000002,0.8924000000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,5,256,40000,9.9462149143219,0.9027109871611266,1.0,88,200,0.9531771894093686,0.8536950000000001,0.888,0.916305
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,8,256,40000,9.97758936882019,0.89746111906736,1.0,84,190,0.9504226069246436,0.8620000000000001,0.87,0.9080000000000001
memory_boundaries,M,M4,4,500,4,random_graph_k25,pop_mem,9,256,40000,9.467109441757202,0.8982412502198438,1.0,83,392,0.9461354378818737,0.8338949999999999,0.8964000000000001,0.9174000000000001
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,0,256,40000,9.629117965698242,0.7977412627823421,0.8,0,0,0.8474318869828457,0.7485,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,1,256,40000,9.6725914478302,0.8141441169819854,0.82,0,0,0.8728229061553987,0.755885,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,2,256,40000,7.98492169380188,0.7726665159166856,0.7,0,0,0.8404742684157418,0.7055899999999999,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,3,256,40000,9.567842245101929,0.8016557372930329,0.775,0,0,0.8591952573158427,0.7444425,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,4,256,40000,9.158617973327637,0.7780910027386246,0.7,0,0,0.8541448032290616,0.7027425,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,5,256,40000,10.083560705184937,0.8001243687344539,0.79,0,0,0.8579843592330979,0.742595,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,6,256,40000,8.797290802001953,0.8097246300344212,0.775,0,0,0.8688673057517661,0.75101,,
memory_boundaries,S,S250,2,250,4,random_graph_k25,rls_single,7,256,40000,10.742878198623657,0.8126629984171253,0.8,0,0,0.8630726538849648,0.76279,,
