task,substrate,readout,seg_len,seq_kind,seed_idx,n_units,t_total,runtime_s,mean_acc_all,switch_block,detect_cap,detect_cq,detect_delta,n_expansions,n_snaps,best_delta,best_delta_b,cq_at_best_delta,n_above_margin,n_above_floor,n_above_both,gate_blocker,seg1_acc,seg1_cap,seg1_delta,seg2_acc,seg2_cap,seg2_delta,seg3_acc,seg3_cap,seg3_delta,seg4_acc,seg4_cap,seg4_delta,seg5_acc,seg5_cap,seg5_delta,seg6_acc,seg6_cap,seg6_delta
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,1,256,20000,7.093982458114624,0.8351446896621383,-1,nan,nan,nan,0,27,0.1416666666666666,799,0.7583333333333333,3,37,3,hold,1.0,0.8668585858585859,-0.016818181818181798,0.7,0.7211538461538461,0.003205128205128177,0.9,0.6958333333333333,0.020833333333333325,0.8,0.7224358974358975,0.02371794871794872,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,4,256,20000,6.300396680831909,0.8410130801474673,-1,nan,nan,nan,0,28,0.1333333333333333,759,0.9416666666666667,2,35,2,hold,0.9,0.9292878787878788,0.028469696969696943,0.7,0.6974358974358974,0.0019230769230768991,0.9,0.6680555555555556,0.013888888888888881,0.9,0.7365384615384616,0.009615384615384607,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,5,256,20000,6.848799705505371,0.848684409878289,-1,nan,nan,nan,0,29,0.1333333333333333,179,0.9444444444444444,1,34,1,hold,1.0,0.896888888888889,0.03983333333333332,0.7,0.7006410256410256,0.004487179487179471,1.0,0.7076388888888888,0.03194444444444446,0.9,0.7141025641025641,0.032051282051282055,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,6,256,20000,6.338467836380005,0.8539846472400384,-1,nan,nan,nan,0,30,0.16666666666666674,459,0.7083333333333334,3,33,3,hold,0.975,0.897080808080808,0.08177272727272729,0.71,0.617948717948718,0.026282051282051282,0.9,0.7416666666666667,0.029861111111111085,0.9,0.7435897435897435,0.005128205128205144,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,7,256,20000,6.573361396789551,0.8409120751477199,-1,nan,nan,nan,0,29,0.07500000000000007,679,0.7666666666666667,0,33,0,margin,1.0,0.9424242424242424,0.013843434343434314,0.7,0.698076923076923,0.01987179487179486,0.9,0.69375,0.00416666666666667,0.9,0.698076923076923,0.0006410256410256345,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,8,256,20000,6.482176065444946,0.839950002525125,-1,nan,nan,nan,0,26,0.09166666666666667,719,0.9166666666666666,0,33,0,margin,1.0,0.9072878787878788,0.007287878787878799,0.7,0.7384615384615384,0.008333333333333312,0.9,0.68125,-0.016666666666666663,0.85,0.7096153846153848,0.01923076923076922,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,250,ABAB,9,256,20000,6.714046478271484,0.8269153073077117,-1,nan,nan,nan,0,20,0.06666666666666676,519,0.7666666666666667,0,37,0,margin,1.0,0.8985858585858587,0.00912121212121213,0.73,0.7583333333333333,0.005769230769230766,0.9,0.6673611111111111,0.006944444444444438,0.8,0.6987179487179488,0.010256410256410263,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,4,256,20000,5.0536932945251465,0.7079213171051967,-1,nan,nan,nan,0,0,0.10833333333333334,519,0.6,2,27,1,hold,0.9,0.9522575757575756,0.012080808080808091,0.505,0.658974358974359,-0.001282051282051269,0.9,0.6458333333333334,-0.029861111111111116,0.5,0.658974358974359,0.010256410256410267,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,5,256,20000,3.2238922119140625,0.7311524670471188,499,0.525,0.675,0.15000000000000002,1,0,0.22499999999999998,459,0.6666666666666666,4,13,3,triggered,0.935,0.9130101010101009,0.028090909090909076,0.49,0.6288461538461539,0.0519230769230769,0.9,nan,nan,0.615,nan,nan,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,0,256,20000,5.098306655883789,0.716612797333468,999,0.4583333333333333,0.7333333333333333,0.27499999999999997,1,0,0.27499999999999997,999,0.7333333333333333,5,27,5,triggered,0.9,0.9031616161616162,-0.009318181818181826,0.53,0.641025641025641,0.026282051282051258,0.9,0.6625,-0.002083333333333326,0.6,0.6532051282051282,0.044230769230769226,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,1,256,20000,5.218072891235352,0.7212009494469976,-1,nan,nan,nan,0,0,0.1499999999999999,499,0.6666666666666666,2,31,2,hold,0.9,0.8587777777777778,-0.04836868686868687,0.515,0.6596153846153846,0.012820512820512827,0.9,0.6541666666666667,-0.030555555555555582,0.6,0.6666666666666666,0.0057692307692307826,nan,nan,nan,nan,nan,nan
