task,substrate,readout,seg_len,seq_kind,seed_idx,n_units,t_total,runtime_s,mean_acc_all,switch_block,detect_cap,detect_cq,detect_delta,n_expansions,n_snaps,best_delta,best_delta_b,cq_at_best_delta,n_above_margin,n_above_floor,n_above_both,gate_blocker,seg1_acc,seg1_cap,seg1_delta,seg2_acc,seg2_cap,seg2_delta,seg3_acc,seg3_cap,seg3_delta,seg4_acc,seg4_cap,seg4_delta,seg5_acc,seg5_cap,seg5_delta,seg6_acc,seg6_cap,seg6_delta
relative_sense_stress,parallel,rls_auto,250,ABAB,2,256,20000,5.072486639022827,0.7079743447300643,-1,nan,nan,nan,0,0,0.17500000000000004,499,0.6833333333333333,4,28,4,hold,0.9,0.9200202020202021,-0.02877777777777779,0.51,0.6621794871794873,0.017948717948717937,0.9,0.6506944444444445,-0.020138888888888887,0.5,0.6557692307692308,0.003846153846153858,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,3,256,20000,5.222535133361816,0.7342886722892784,-1,nan,nan,nan,0,0,0.16666666666666663,499,0.7,2,26,2,hold,0.94,0.911080808080808,-0.029095959595959564,0.5,0.6256410256410256,0.035256410256410235,0.9,0.6354166666666666,-0.06250000000000001,0.6,0.6538461538461539,0.010256410256410275,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,8,256,20000,5.288880825042725,0.7265112873087218,-1,nan,nan,nan,0,0,0.19166666666666665,979,0.6583333333333333,2,26,2,hold,0.9,0.9370353535353535,-0.015873737373737363,0.6,0.6608974358974358,0.01282051282051281,0.9,0.6749999999999999,-0.0361111111111111,0.545,0.6243589743589744,0.03333333333333335,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,9,256,20000,3.2656798362731934,0.7352987222867532,519,0.5166666666666667,0.6833333333333333,0.16666666666666663,1,0,0.16666666666666674,499,0.7416666666666667,3,19,3,triggered,0.9,0.8608838383838384,-0.05725252525252531,0.62,0.7346153846153846,0.024358974358974377,0.9,0.6833333333333333,0.16666666666666663,0.6,nan,nan,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,6,256,20000,5.176740407943726,0.7242411999393971,-1,nan,nan,nan,0,0,0.10833333333333339,979,0.7166666666666667,1,29,1,hold,0.9,0.8735858585858587,0.000484848484848488,0.5,0.6192307692307693,0.026282051282051293,0.9,0.6715277777777778,-0.03333333333333335,0.6,0.6705128205128206,0.007051282051282052,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,250,ABAB,7,256,20000,5.140742540359497,0.7014569971213575,-1,nan,nan,nan,0,0,0.175,999,0.6583333333333333,3,24,3,hold,1.0,0.9290909090909091,-0.011348484848484875,0.5,0.6435897435897436,0.016025641025641028,0.9,0.6236111111111111,-0.04930555555555555,0.47,0.6083333333333334,0.02820512820512821,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,4,256,20000,5.266738414764404,0.7565577496086057,-1,nan,nan,nan,0,21,0.10833333333333334,519,0.6,2,27,1,hold,0.9,0.9522575757575756,0.012080808080808091,0.605,0.658974358974359,-0.001282051282051269,1.0,0.6458333333333334,-0.029861111111111116,0.6,0.658974358974359,0.010256410256410267,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,5,256,20000,2.9733922481536865,0.7553936669865158,499,0.525,0.675,0.15000000000000002,1,20,0.22499999999999998,459,0.6666666666666666,4,13,3,triggered,0.935,0.9130101010101009,0.028090909090909076,0.52,0.6288461538461539,0.0519230769230769,0.9,nan,nan,0.67,nan,nan,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,0,256,20000,5.322968006134033,0.7549946972375133,999,0.4583333333333333,0.7333333333333333,0.27499999999999997,1,19,0.27499999999999997,999,0.7333333333333333,5,27,5,triggered,0.9,0.9031616161616162,-0.009318181818181826,0.6,0.641025641025641,0.026282051282051258,0.9,0.6625,-0.002083333333333326,0.6,0.6532051282051282,0.044230769230769226,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,1,256,20000,5.1015400886535645,0.7566587546083532,-1,nan,nan,nan,0,19,0.1499999999999999,499,0.6666666666666666,2,31,2,hold,0.9,0.8587777777777778,-0.04836868686868687,0.58,0.6596153846153846,0.012820512820512827,0.9,0.6541666666666667,-0.030555555555555582,0.67,0.6666666666666666,0.0057692307692307826,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,0,256,10000,3.0278587341308594,0.7800020406081013,-1,nan,nan,nan,0,0,0.07499999999999996,79,0.7,0,14,0,margin,0.9,0.6611111111111111,0.03277777777777776,0.6,0.6277747715247716,-0.011424963924963913,0.9,0.6388888888888888,0.012499999999999992,0.7,0.6571428571428573,0.005952380952380963,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,1,256,10000,2.9634087085723877,0.7681665136210591,-1,nan,nan,nan,0,0,0.08333333333333326,399,0.7333333333333333,0,14,0,margin,0.9,0.7294444444444445,-0.036666666666666625,0.6,0.560357744107744,0.004993386243386254,0.9,0.6763888888888889,0.0069444444444444935,0.6125,0.6559523809523808,0.02023809523809523,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,2,256,20000,5.347535133361816,0.7541386798646533,-1,nan,nan,nan,0,21,0.17500000000000004,499,0.6833333333333333,4,28,4,hold,1.0,0.9200202020202021,-0.02877777777777779,0.6,0.6621794871794873,0.017948717948717937,0.9,0.6506944444444445,-0.020138888888888887,0.6,0.6557692307692308,0.003846153846153858,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,3,256,20000,4.9998321533203125,0.7676203222059492,-1,nan,nan,nan,0,21,0.16666666666666663,499,0.7,2,26,2,hold,1.0,0.911080808080808,-0.029095959595959564,0.6,0.6256410256410256,0.035256410256410235,1.0,0.6354166666666666,-0.06250000000000001,0.6,0.6538461538461539,0.010256410256410275,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,2,256,10000,2.9434149265289307,0.7620344862769106,-1,nan,nan,nan,0,0,0.06666666666666671,339,0.5583333333333333,0,13,0,margin,0.9,0.6733333333333333,0.045000000000000005,0.645,0.6123124098124098,0.010606661856661842,0.9,0.611111111111111,0.01527777777777777,0.7,0.619047619047619,0.005952380952380939,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,3,256,10000,2.900560140609741,0.7979491888582797,-1,nan,nan,nan,0,0,0.09999999999999998,119,0.95,0,18,0,margin,0.9,0.8700000000000001,0.055000000000000014,0.6,0.6647083934583935,-0.012394781144781116,0.9,0.6722222222222222,0.008333333333333323,0.8,0.6261904761904761,0.01666666666666664,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,8,256,20000,5.073429822921753,0.758072824604818,-1,nan,nan,nan,0,19,0.19166666666666665,979,0.6583333333333333,2,26,2,hold,0.9,0.9370353535353535,-0.015873737373737363,0.65,0.6608974358974358,0.01282051282051281,0.9,0.6749999999999999,-0.0361111111111111,0.6,0.6243589743589744,0.03333333333333335,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,9,256,20000,3.0729756355285645,0.7707994545730013,519,0.5166666666666667,0.6833333333333333,0.16666666666666663,1,20,0.16666666666666674,499,0.7416666666666667,3,19,3,triggered,0.9,0.8608838383838384,-0.05725252525252531,0.68,0.7346153846153846,0.024358974358974377,0.9,0.6833333333333333,0.16666666666666663,0.6,nan,nan,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,4,256,10000,2.914531946182251,0.7680695847362514,-1,nan,nan,nan,0,0,0.08750000000000002,159,0.85,0,14,0,margin,0.9,0.7855555555555555,0.010000000000000009,0.6,0.7462337662337662,0.04422979797979798,0.9,0.6263888888888889,-0.001388888888888884,0.7,0.5785714285714285,-0.016666666666666656,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,5,256,10000,2.8919568061828613,0.7712274257728803,-1,nan,nan,nan,0,0,0.2583333333333333,359,0.7833333333333333,1,14,1,hold,1.0,0.7305555555555555,-0.0405555555555556,0.595,0.6746103896103897,0.03276154401154402,0.9,0.5694444444444445,-0.01666666666666669,0.64,0.644047619047619,0.041666666666666685,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,6,256,20000,5.181799411773682,0.7666632998333418,-1,nan,nan,nan,0,20,0.10833333333333339,979,0.7166666666666667,1,29,1,hold,0.9,0.8735858585858587,0.000484848484848488,0.6,0.6192307692307693,0.026282051282051293,0.9,0.6715277777777778,-0.03333333333333335,0.61,0.6705128205128206,0.007051282051282052,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,250,ABAB,7,256,20000,5.041792869567871,0.7546437048633908,-1,nan,nan,nan,0,20,0.175,999,0.6583333333333333,3,24,3,hold,1.0,0.9290909090909091,-0.011348484848484875,0.57,0.6435897435897436,0.016025641025641028,0.995,0.6236111111111111,-0.04930555555555555,0.595,0.6083333333333334,0.02820512820512821,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,6,256,10000,2.9170725345611572,0.7988725640240791,-1,nan,nan,nan,0,0,0.033333333333333326,319,0.675,0,10,0,margin,0.9,0.4322222222222223,-0.21999999999999997,0.62,0.5927597402597403,-0.049137806637806626,0.9,0.6236111111111112,1.850371707708594e-17,0.8,0.5785714285714285,-0.05952380952380953,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,7,256,10000,2.8954453468322754,0.7830425466789104,-1,nan,nan,nan,0,0,0.04999999999999993,379,0.575,0,11,0,margin,0.9,0.5922222222222222,-0.058888888888888845,0.6,0.5738930976430976,-0.030061327561327584,0.9,0.6236111111111112,-0.009722222222222188,0.7,0.5988095238095238,-0.0023809523809523803,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,8,256,10000,2.9339041709899902,0.7604122028364453,-1,nan,nan,nan,0,0,0.375,79,0.9,1,16,1,hold,0.9,0.7144444444444445,0.1527777777777778,0.6,0.6661129148629149,0.017732082732082727,0.9,0.6361111111111111,-0.012499999999999992,0.7,0.6416666666666667,0.00714285714285715,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,125,ABAB,9,256,10000,2.9160335063934326,0.7627742067136007,-1,nan,nan,nan,0,0,0.30000000000000004,79,0.8,4,17,4,hold,0.9,0.7377777777777778,0.10111111111111111,0.64,0.6336435786435787,-0.011011904761904742,0.9,0.6569444444444444,0.03888888888888888,0.7,0.6273809523809524,0.04523809523809522,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,0,256,10000,2.9083659648895264,0.8184726048362413,-1,nan,nan,nan,0,11,0.07499999999999996,79,0.7,0,14,0,margin,0.9,0.6611111111111111,0.03277777777777776,0.695,0.6277747715247716,-0.011424963924963913,0.9,0.6388888888888888,0.012499999999999992,0.7,0.6571428571428573,0.005952380952380963,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,1,256,10000,2.908750534057617,0.7844913784307724,-1,nan,nan,nan,0,9,0.08333333333333326,399,0.7333333333333333,0,14,0,margin,0.9,0.7294444444444445,-0.036666666666666625,0.6,0.560357744107744,0.004993386243386254,1.0,0.6763888888888889,0.0069444444444444935,0.66,0.6559523809523808,0.02023809523809523,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,2,256,10000,2.9576680660247803,0.7763187429854096,-1,nan,nan,nan,0,7,0.06666666666666671,339,0.5583333333333333,0,13,0,margin,0.9,0.6733333333333333,0.045000000000000005,0.66,0.6123124098124098,0.010606661856661842,0.9,0.611111111111111,0.01527777777777777,0.7,0.619047619047619,0.005952380952380939,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,3,256,10000,2.990447521209717,0.8250994796449342,-1,nan,nan,nan,0,11,0.09999999999999998,119,0.95,0,18,0,margin,0.9,0.8700000000000001,0.055000000000000014,0.6125,0.6647083934583935,-0.012394781144781116,1.0,0.6722222222222222,0.008333333333333323,0.8,0.6261904761904761,0.01666666666666664,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,0,256,10000,2.163679361343384,0.7332517090092848,-1,nan,nan,nan,0,0,0.008333333333333304,239,0.5666666666666667,0,17,0,margin,0.9,0.8561111111111112,-0.026111111111111123,0.595,0.6582407407407408,-0.031105098605098597,0.9,0.6361111111111111,-0.04861111111111114,0.6,0.6345238095238095,-0.038095238095238106,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,1,256,10000,2.2111923694610596,0.6893684317926743,-1,nan,nan,nan,0,0,0.022222222222222143,179,0.5777777777777777,0,13,0,margin,0.9,0.916111111111111,-0.010000000000000045,0.4975,0.5791534391534391,-0.008716931216931243,0.9,0.5944444444444444,-0.02777777777777779,0.5,0.6333333333333334,-0.05119047619047618,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,4,256,10000,2.861032724380493,0.7925568819508213,-1,nan,nan,nan,0,8,0.08750000000000002,159,0.85,0,14,0,margin,0.9,0.7855555555555555,0.010000000000000009,0.655,0.7462337662337662,0.04422979797979798,0.9,0.6263888888888889,-0.001388888888888884,0.705,0.5785714285714285,-0.016666666666666656,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,5,256,10000,2.9695818424224854,0.7855116824813796,-1,nan,nan,nan,0,10,0.2583333333333333,359,0.7833333333333333,1,14,1,hold,1.0,0.7305555555555555,-0.0405555555555556,0.6,0.6746103896103897,0.03276154401154402,0.9,0.5694444444444445,-0.01666666666666669,0.695,0.644047619047619,0.041666666666666685,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,6,256,10000,2.879225730895996,0.80907560453015,-1,nan,nan,nan,0,13,0.033333333333333326,319,0.675,0,10,0,margin,0.9,0.4322222222222223,-0.21999999999999997,0.62,0.5927597402597403,-0.049137806637806626,0.9,0.6236111111111112,1.850371707708594e-17,0.8,0.5785714285714285,-0.05952380952380953,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,7,256,10000,2.9215517044067383,0.7952861952861954,-1,nan,nan,nan,0,11,0.04999999999999993,379,0.575,0,11,0,margin,0.9,0.5922222222222222,-0.058888888888888845,0.6,0.5738930976430976,-0.030061327561327584,1.0,0.6236111111111112,-0.009722222222222188,0.72,0.5988095238095238,-0.0023809523809523803,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,8,256,10000,2.8636326789855957,0.795102540557086,-1,nan,nan,nan,0,7,0.375,79,0.9,1,16,1,hold,0.9,0.7144444444444445,0.1527777777777778,0.64,0.6661129148629149,0.017732082732082727,0.94,0.6361111111111111,-0.012499999999999992,0.7,0.6416666666666667,0.00714285714285715,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,125,ABAB,9,256,10000,2.9970879554748535,0.7974645444342415,-1,nan,nan,nan,0,8,0.30000000000000004,79,0.8,4,17,4,hold,0.9,0.7377777777777778,0.10111111111111111,0.7,0.6336435786435787,-0.011011904761904742,0.905,0.6569444444444444,0.03888888888888888,0.7,0.6273809523809524,0.04523809523809522,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,2,256,10000,2.2545461654663086,0.7029639832670136,-1,nan,nan,nan,0,0,0.04166666666666674,399,0.6416666666666667,0,17,0,margin,0.9,0.8222222222222223,-0.03222222222222223,0.53,0.6393692881192882,-0.05440596440596438,0.9,0.6263888888888889,-0.03749999999999998,0.5625,0.6154761904761904,-0.0035714285714285587,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,3,256,10000,2.3270986080169678,0.6906999285787164,-1,nan,nan,nan,0,0,0.07500000000000007,159,0.775,0,15,0,margin,0.9,0.8472222222222222,-0.01722222222222221,0.5,0.683008658008658,0.02554112554112555,0.9,0.6180555555555555,-0.08750000000000001,0.55,0.6071428571428571,-0.05000000000000001,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,6,256,10000,2.289485216140747,0.7396847260483623,-1,nan,nan,nan,0,0,0.07500000000000001,359,0.44166666666666665,0,12,0,margin,1.0,0.8416666666666667,-0.10333333333333332,0.5,0.6033922558922559,-0.031987133237133224,0.9,0.5361111111111111,0.018055555555555564,0.635,0.6297619047619046,-0.04285714285714287,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,7,256,10000,2.2825682163238525,0.7043720028568514,-1,nan,nan,nan,0,0,0.08000000000000007,99,0.9,0,16,0,margin,0.9,0.9055555555555556,0.048888888888888905,0.515,0.6822564935064935,0.00402236652236652,0.9,0.6180555555555556,-0.045833333333333316,0.515,0.5976190476190476,-0.05952380952380954,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,4,256,10000,2.306830644607544,0.7222426283032343,-1,nan,nan,nan,0,0,0.033333333333333326,259,0.625,0,17,0,margin,0.9,0.7561111111111112,-0.1544444444444444,0.6,0.757272126022126,-0.001509740259740248,0.9,0.6138888888888888,-0.05833333333333329,0.545,0.5833333333333333,-0.024999999999999967,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,5,256,10000,2.2941322326660156,0.696102438526681,-1,nan,nan,nan,0,0,0.00833333333333336,499,0.48333333333333334,0,14,0,margin,0.935,0.8883333333333333,-0.09777777777777774,0.445,0.6355020442520442,-0.044265873015873,0.9,0.6097222222222222,-0.030555555555555558,0.6,0.5904761904761905,-0.05357142857142858,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,8,256,10000,2.35505747795105,0.7006989082746659,-1,nan,nan,nan,0,0,0.033333333333333326,179,0.7111111111111111,0,14,0,margin,1.0,0.7155555555555555,-0.12222222222222223,0.52,0.694939874939875,0.017287157287157278,0.8,0.5569444444444445,-0.10000000000000002,0.59,0.5952380952380951,-0.052380952380952396,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,rls_auto,125,ABAB,9,256,10000,2.2775886058807373,0.7246913580246913,-1,nan,nan,nan,0,0,0.03749999999999998,159,0.8375,0,17,0,margin,0.9,0.9199999999999999,-0.05111111111111111,0.6,0.7436598124098124,0.020021043771043762,0.9,0.6194444444444444,-0.06805555555555558,0.545,0.5904761904761905,-0.0369047619047619,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,0,256,10000,2.335712432861328,0.7536577900214264,-1,nan,nan,nan,0,8,0.008333333333333304,239,0.5666666666666667,0,17,0,margin,0.9,0.8561111111111112,-0.026111111111111123,0.6,0.6582407407407408,-0.031105098605098597,0.9,0.6361111111111111,-0.04861111111111114,0.6,0.6345238095238095,-0.038095238095238106,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,1,256,10000,2.2851462364196777,0.733134374043465,-1,nan,nan,nan,0,7,0.022222222222222143,179,0.5777777777777777,0,13,0,margin,0.93,0.916111111111111,-0.010000000000000045,0.505,0.5791534391534391,-0.008716931216931243,1.0,0.5944444444444444,-0.02777777777777779,0.595,0.6333333333333334,-0.05119047619047618,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,2,256,10000,2.3204474449157715,0.7437761452912968,-1,nan,nan,nan,0,5,0.04166666666666674,399,0.6416666666666667,0,17,0,margin,0.9,0.8222222222222223,-0.03222222222222223,0.6,0.6393692881192882,-0.05440596440596438,0.9,0.6263888888888889,-0.03749999999999998,0.6,0.6154761904761904,-0.0035714285714285587,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,3,256,10000,2.2443838119506836,0.7172278338945005,-1,nan,nan,nan,0,6,0.07500000000000007,159,0.775,0,15,0,margin,0.9,0.8472222222222222,-0.01722222222222221,0.5575000000000001,0.683008658008658,0.02554112554112555,0.9,0.6180555555555555,-0.08750000000000001,0.565,0.6071428571428571,-0.05000000000000001,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,4,256,10000,2.3011553287506104,0.756932966023875,-1,nan,nan,nan,0,7,0.033333333333333326,259,0.625,0,17,0,margin,0.9,0.7561111111111112,-0.1544444444444444,0.64,0.757272126022126,-0.001509740259740248,0.9,0.6138888888888888,-0.05833333333333329,0.6,0.5833333333333333,-0.024999999999999967,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,5,256,10000,2.256415367126465,0.7222324252627284,-1,nan,nan,nan,0,8,0.00833333333333336,499,0.48333333333333334,0,14,0,margin,0.935,0.8883333333333333,-0.09777777777777774,0.5,0.6355020442520442,-0.044265873015873,0.9,0.6097222222222222,-0.030555555555555558,0.6,0.5904761904761905,-0.05357142857142858,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,0,256,4800,1.079749584197998,0.7539013257987395,-1,nan,nan,nan,0,0,0.07499999999999996,79,0.575,0,1,0,margin,0.9,nan,nan,0.7,0.4961111111111111,0.03055555555555554,0.9,0.540079365079365,-0.05701058201058203,0.6,0.4601010101010101,-0.10429292929292931,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,1,256,4800,1.0788202285766602,0.7317757009345794,-1,nan,nan,nan,0,0,0.025000000000000022,79,0.75,0,7,0,margin,0.9,nan,nan,0.6,0.5688888888888889,-0.017222222222222194,0.9,0.6521164021164021,-0.03412698412698412,0.6,0.7032828282828282,-0.01191919191919196,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,2,256,4800,1.0806267261505127,0.7328298196044338,-1,nan,nan,nan,0,0,0.12,99,0.66,1,9,1,hold,1.0,nan,nan,0.635,0.6283333333333334,0.031666666666666655,0.83,0.6886904761904761,-0.008862433862433905,0.45,0.6822727272727273,0.02328282828282824,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,3,256,4800,1.063929557800293,0.725005433601391,-1,nan,nan,nan,0,0,0.07499999999999996,79,0.725,0,7,0,margin,0.9,nan,nan,0.5,0.6005555555555556,0.045000000000000005,0.96,0.693584656084656,0.006216931216931232,0.6,0.6763636363636364,-0.003939393939393909,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,6,256,10000,2.285491943359375,0.7562136516681971,-1,nan,nan,nan,0,10,0.07500000000000001,359,0.44166666666666665,0,12,0,margin,1.0,0.8416666666666667,-0.10333333333333332,0.5,0.6033922558922559,-0.031987133237133224,0.9,0.5361111111111111,0.018055555555555564,0.68,0.6297619047619046,-0.04285714285714287,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,7,256,10000,2.2318503856658936,0.7297928782777269,-1,nan,nan,nan,0,7,0.08000000000000007,99,0.9,0,16,0,margin,0.9,0.9055555555555556,0.048888888888888905,0.5475000000000001,0.6822564935064935,0.00402236652236652,0.9,0.6180555555555556,-0.045833333333333316,0.6,0.5976190476190476,-0.05952380952380954,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,4,256,4800,1.1181256771087646,0.7026081286676809,-1,nan,nan,nan,0,0,0.275,79,0.8,2,8,2,hold,0.96,nan,nan,0.5325,0.6911111111111111,0.1761111111111111,0.835,0.7038359788359788,0.0026455026455026362,0.465,0.6777777777777777,0.008484848484848465,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,5,256,4800,1.035369873046875,0.6975983481851771,-1,nan,nan,nan,0,0,0.033333333333333326,239,0.7166666666666667,0,8,0,margin,0.9,nan,nan,0.5175000000000001,0.615,-0.04055555555555551,0.9,0.6734788359788361,-0.014219576719576668,0.6,0.6797979797979798,0.004444444444444436,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,6,256,4800,1.064073085784912,0.7299934796783307,-1,nan,nan,nan,0,0,0.15000000000000002,79,0.625,1,5,1,hold,0.9,nan,nan,0.5,0.4905555555555556,0.03888888888888888,0.9,0.5691137566137566,-0.004695767195767216,0.6625000000000001,0.6593434343434343,0.036515151515151535,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,7,256,4800,1.044240951538086,0.7076179091501847,-1,nan,nan,nan,0,0,0.040000000000000036,199,0.66,0,6,0,margin,0.9,nan,nan,0.45,0.5138888888888888,-0.022777777777777803,0.9,0.6683201058201057,0.006349206349206327,0.635,0.6634343434343434,0.019393939393939408,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,8,256,10000,2.2325847148895264,0.7251862054892358,-1,nan,nan,nan,0,6,0.033333333333333326,179,0.7111111111111111,0,14,0,margin,1.0,0.7155555555555555,-0.12222222222222223,0.595,0.694939874939875,0.017287157287157278,0.8,0.5569444444444445,-0.10000000000000002,0.6,0.5952380952380951,-0.052380952380952396,nan,nan,nan,nan,nan,nan
relative_sense_stress,parallel,pop_auto,125,ABAB,9,256,10000,2.178842306137085,0.7558157330884604,-1,nan,nan,nan,0,8,0.03749999999999998,159,0.8375,0,17,0,margin,0.955,0.9199999999999999,-0.05111111111111111,0.6,0.7436598124098124,0.020021043771043762,0.9,0.6194444444444444,-0.06805555555555558,0.61,0.5904761904761905,-0.0369047619047619,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,8,256,4800,1.0294795036315918,0.6780373831775701,-1,nan,nan,nan,0,0,0.06666666666666665,239,0.6916666666666667,0,8,0,margin,0.9,nan,nan,0.51,0.5555555555555555,-0.008888888888888946,0.745,0.6741402116402115,0.009391534391534395,0.58,0.6611616161616162,0.004646464646464639,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,rls_auto,60,ABAB,9,256,4800,1.1091816425323486,0.7378178656813735,-1,nan,nan,nan,0,0,0.040000000000000036,199,0.67,0,6,0,margin,0.9,nan,nan,0.6,0.5288888888888889,-0.07944444444444441,0.9,0.6174603174603175,-0.02691798941798947,0.6,0.6521212121212122,0.006767676767676793,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,60,ABAB,0,256,4800,1.0158717632293701,0.758248206911541,-1,nan,nan,nan,0,1,0.07499999999999996,79,0.575,0,1,0,margin,0.9,nan,nan,0.7,0.4961111111111111,0.03055555555555554,0.9,0.540079365079365,-0.05701058201058203,0.7,0.4601010101010101,-0.10429292929292931,nan,nan,nan,nan,nan,nan
relative_sense_stress,random_graph_k25,pop_auto,60,ABAB,1,256,4800,1.1414549350738525,0.7317757009345794,-1,nan,nan,nan,0,0,0.025000000000000022,79,0.75,0,7,0,margin,0.9,nan,nan,0.6,0.5688888888888889,-0.017222222222222194,0.9,0.6521164021164021,-0.03412698412698412,0.6,0.7032828282828282,-0.01191919191919196,nan,nan,nan,nan,nan,nan
