task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc,n_flips
drift_binary,R4_near_inversion,random_graph_k25,rmhl,7,256,40000,7.952381372451782,0.5062206979724128,0.93,0.05,0.075,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,8,256,40000,7.609412431716919,0.49687457601567797,0.94,0.06,0.07,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,9,256,40000,7.650852680206299,0.5014857666892792,0.95,0.075,0.06,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,0,256,40000,10.103052139282227,0.49569131428858576,0.95,0.05,0.06,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,1,256,40000,8.698604583740234,0.5016150347981206,0.945,0.05,0.05,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,2,256,40000,9.685855627059937,0.498396271450466,0.935,0.04,0.055,0
drift_binary,R4_near_inversion,random_graph_k25,rmhl,3,256,40000,8.860376358032227,0.5423491872063515,0.94,0.075,0.2,0
drift_binary,R4_near_inversion,random_graph_k25,single_flip,2,256,40000,7.530054092407227,0.9245619456797567,0.935,0.96,0.945,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,3,256,40000,7.648777008056641,0.9194502650687167,0.94,0.925,0.945,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,0,256,40000,9.703423738479614,0.9231448958568881,0.95,0.95,0.94,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,1,256,40000,8.877360343933105,0.9209744730031909,0.945,0.95,0.95,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,4,256,40000,8.646077394485474,0.9239892213763473,0.93,0.96,0.95,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,5,256,40000,7.149259805679321,0.9224506921936633,0.93,0.96,0.96,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,8,256,40000,7.682394742965698,0.9214322504459688,0.94,0.94,0.93,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,9,256,40000,6.993060827255249,0.9179501771312281,0.95,0.925,0.94,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,6,256,40000,8.988941192626953,0.9202268787216401,0.93,0.95,0.95,1
drift_binary,R4_near_inversion,random_graph_k25,single_flip,7,256,40000,6.731210708618164,0.918798271400216,0.93,0.95,0.925,1
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,0,256,40000,10.536588430404663,0.747986231501721,0.515,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,1,256,40000,7.531074285507202,0.7610524861184392,0.5,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,6,256,40000,10.499999046325684,0.7469108816361398,0.5,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,7,256,40000,7.566958427429199,0.7524094871988142,0.5,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,4,256,40000,11.468153715133667,0.7445227506846561,0.5,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,5,256,40000,7.567610025405884,0.7471370066078743,0.5,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,2,256,40000,11.783235311508179,0.7514321248209844,0.58,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,3,256,40000,7.517209529876709,0.7613313735835783,0.47,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,8,256,40000,11.392083644866943,0.7424109946986256,0.44,1.0,1.0,0
drift_binary,R4_near_inversion,random_graph_k25,rls_fresh,9,256,40000,7.3474555015563965,0.755905630511796,0.5,1.0,1.0,0
