task,env,switch_every,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,acc_first,acc_mid,acc_last,pre_win,post_win,capacity_probe,n_snaps,n_flips
content_rendering,single_A,0,parallel,rls_single,8,256,40000,1.0805346965789795,0.9233637345795332,0.9,0.9,0.905,0.9,0.905,0.958,0,-1
content_rendering,single_A,0,parallel,rls_single,9,256,40000,0.9736013412475586,0.9119356297580464,0.9,0.9,0.9,1.0,0.9,0.941,0,-1
content_rendering,single_A,0,parallel,rls_quad,0,256,40000,1.790891170501709,0.9297718650285168,0.9,0.94,1.0,0.9,1.0,0.949,0,-1
content_rendering,single_A,0,parallel,rls_quad,1,256,40000,1.781538724899292,0.9326361146704857,0.9,0.915,1.0,0.9,1.0,0.94,0,-1
content_rendering,single_A,0,parallel,rls_quad,2,256,40000,1.78568696975708,0.9385417451822818,0.9,0.95,1.0,1.0,1.0,0.935,0,-1
content_rendering,single_A,0,parallel,rls_quad,3,256,40000,1.5866351127624512,0.9325331021833623,0.9,0.9,1.0,0.9,1.0,0.953,0,-1
content_rendering,single_A,0,parallel,rls_quad,4,256,40000,1.6015822887420654,0.9245219969347505,0.9,0.9,1.0,0.9,1.0,0.956,0,-1
content_rendering,single_A,0,parallel,rls_quad,5,256,40000,1.6701245307922363,0.9372566015929248,0.905,0.9,1.0,0.9,1.0,0.942,0,-1
content_rendering,single_A,0,parallel,rls_quad,6,256,40000,1.8103852272033691,0.9371561016054873,0.9,0.9125000000000001,1.0,0.9,1.0,0.944,0,-1
content_rendering,single_A,0,parallel,rls_quad,7,256,40000,1.5584557056427002,0.928441496444813,0.9,0.965,1.0,0.9,1.0,0.948,0,-1
content_rendering,single_A,0,parallel,rls_quad,8,256,40000,1.7674267292022705,0.9302718524660184,0.9,0.94,1.0,0.9,1.0,0.958,0,-1
content_rendering,single_A,0,parallel,rls_quad,9,256,40000,1.4823088645935059,0.9258284967714377,0.9,0.9,0.91,1.0,0.91,0.941,0,-1
content_rendering,single_A,0,parallel,pop_mem,0,256,40000,1.0948028564453125,0.9333609708298786,1.0,0.9,0.9,1.0,0.9,0.949,96,-1
content_rendering,single_A,0,parallel,pop_mem,1,256,40000,1.1185452938079834,0.9336411145448609,0.9,0.99,1.0,0.975,1.0,0.94,96,-1
content_rendering,single_A,0,parallel,pop_mem,2,256,40000,1.087831735610962,0.931779352277581,0.985,0.9,1.0,0.95,1.0,0.935,97,-1
content_rendering,single_A,0,parallel,pop_mem,3,256,40000,1.0724399089813232,0.9417049822868773,1.0,0.9,1.0,0.98,1.0,0.953,97,-1
content_rendering,single_A,0,parallel,pop_mem,4,256,40000,1.086256504058838,0.9387904826511897,0.9,0.965,1.0,0.9,1.0,0.956,96,-1
content_rendering,single_A,0,parallel,pop_mem,5,256,40000,1.2178878784179688,0.9466031004246125,0.9,1.0,1.0,0.935,1.0,0.942,97,-1
content_rendering,single_A,0,parallel,pop_mem,6,256,40000,1.1080801486968994,0.9359739705032538,1.0,0.965,1.0,0.9,1.0,0.944,96,-1
content_rendering,single_A,0,parallel,pop_mem,7,256,40000,1.0937483310699463,0.9351988643501419,0.9,1.0,0.925,0.9,0.925,0.948,96,-1
content_rendering,single_A,0,parallel,pop_mem,8,256,40000,1.2513720989227295,0.9454737318157836,0.915,0.915,1.0,0.955,1.0,0.958,97,-1
content_rendering,single_A,0,parallel,pop_mem,9,256,40000,1.1953868865966797,0.932538127182734,0.9,0.9,0.905,1.0,0.905,0.941,97,-1
content_rendering,single_A,0,parallel,meta_ema,0,256,40000,1.263577938079834,0.777356096580488,0.765,0.8,0.8,0.8,0.8,0.949,0,0
content_rendering,single_A,0,parallel,meta_ema,1,256,40000,1.0718982219696045,0.7829627396296577,0.8,0.8,0.8,0.8,0.8,0.94,0,0
content_rendering,single_A,0,parallel,meta_ema,2,256,40000,1.0295209884643555,0.7893708700786413,0.8,0.8,0.8,0.9,0.8,0.935,0,0
content_rendering,single_A,0,parallel,meta_ema,3,256,40000,1.0983843803405762,0.7673375040828121,0.8,0.8,0.8,0.8,0.8,0.953,0,0
content_rendering,single_A,0,parallel,meta_ema,4,256,40000,1.0614726543426514,0.7940943694882038,0.8,0.8,0.8,0.8,0.8,0.956,0,0
content_rendering,single_A,0,parallel,meta_ema,5,256,40000,1.1819136142730713,0.793565488304314,0.8,0.8,0.8,0.8,0.8,0.942,0,0
content_rendering,single_A,0,parallel,meta_ema,6,256,40000,1.2334136962890625,0.7685171226853597,0.825,0.795,0.8,0.8,0.8,0.944,0,0
content_rendering,single_A,0,parallel,meta_ema,7,256,40000,1.1439182758331299,0.7752983593377051,0.8,0.8,0.77,0.8,0.77,0.948,0,0
content_rendering,single_A,0,parallel,meta_ema,8,256,40000,1.2493038177490234,0.7718336222707972,0.8,0.8,0.8,0.8,0.8,0.958,0,0
content_rendering,single_A,0,parallel,meta_ema,9,256,40000,1.0010104179382324,0.7679141227607347,0.8,0.755,0.735,0.8,0.735,0.941,0,0
content_rendering,mixed_AB,200,parallel,rls_single,0,256,40000,1.1595849990844727,0.8906220949222382,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,1,256,40000,1.1236486434936523,0.8936923695384538,0.88,0.9,0.9,0.88,0.9,0.9,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,2,256,40000,1.12815260887146,0.8978869877641266,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,3,256,40000,1.2223575115203857,0.889217607597799,0.9,0.9,0.9,0.9,0.9,0.891,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,4,256,40000,1.2081074714660645,0.8797203587849551,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,5,256,40000,1.0130608081817627,0.8939938695007663,0.9,0.9,0.9,0.9,0.9,0.885,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,6,256,40000,1.083998680114746,0.8792367025954122,0.9,0.9,0.9,0.9,0.9,0.88,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,7,256,40000,1.0680022239685059,0.8958506067686741,0.9,0.9,0.9,0.9,0.9,0.896,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,8,256,40000,1.1274447441101074,0.8871573578553302,0.9,0.9,0.9,0.9,0.9,0.888,0,-1
content_rendering,mixed_AB,200,parallel,rls_single,9,256,40000,0.9955143928527832,0.8676892540388432,0.9,0.9,0.855,0.9,0.855,0.869,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,0,256,40000,1.049607515335083,0.8881095952363004,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,1,256,40000,1.0066907405853271,0.897712369035954,0.9,0.9,0.9,0.9,0.9,0.891,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,2,256,40000,1.0358121395111084,0.9139669857541268,0.9,0.9,1.0,0.9,1.0,0.906,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,3,256,40000,1.1424915790557861,0.8901459762317531,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,4,256,40000,1.1149351596832275,0.8902728574658928,0.9,0.9,0.9,0.9,0.9,0.904,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,5,256,40000,1.0376856327056885,0.8948719881410016,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,6,256,40000,1.0602617263793945,0.8777292027838497,0.9,0.9,0.9,0.9,0.9,0.888,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,7,256,40000,1.0648243427276611,0.9018806060149243,0.9,0.9,0.9,0.9,0.9,0.908,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,8,256,40000,1.035991907119751,0.8921823572272053,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,100,parallel,rls_single,9,256,40000,1.062354564666748,0.8832931333383582,0.9,0.9,0.9,0.9,0.9,0.881,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,0,256,40000,1.0593681335449219,0.8926320946709883,0.9,0.9,0.92,0.9,0.92,0.912,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,1,256,40000,1.0625007152557373,0.8997223687847039,0.9,0.9,0.9,0.9,0.9,0.905,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,2,256,40000,1.0896120071411133,0.8928619883922515,0.9,0.9,0.9,0.9,0.9,0.89,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,3,256,40000,1.0476083755493164,0.8846951081631115,0.9,0.9,0.9,0.9,0.9,0.89,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,4,256,40000,1.0342721939086914,0.8927853571518304,0.9,0.9,0.9,0.9,0.9,0.916,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,5,256,40000,1.0263540744781494,0.8958769880153765,0.9,0.9,0.9,0.9,0.9,0.897,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,6,256,40000,1.1064207553863525,0.8762217029722871,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,7,256,40000,1.131483793258667,0.9059006055124244,0.9,0.9,0.9,0.9,0.9,0.911,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,8,256,40000,1.180814266204834,0.8841423582322052,0.9,0.9,0.9,0.9,0.9,0.887,0,-1
content_rendering,mixed_AB,25,parallel,rls_single,9,256,40000,1.1405291557312012,0.879246752594156,0.9,0.9,0.9,0.9,0.9,0.86,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,0,256,40000,1.6942355632781982,0.8860543704932037,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,1,256,40000,1.6514389514923096,0.8934649883168765,0.9,0.9,0.9,0.9,0.9,0.9,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,2,256,40000,1.4620208740234375,0.8993467500816563,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,3,256,40000,1.4927072525024414,0.880045727494284,0.9,0.895,0.9,0.9,0.9,0.891,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,4,256,40000,1.6590087413787842,0.8840443707444536,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,5,256,40000,1.471510887145996,0.8949724881284391,0.9,0.9,0.9,0.9,0.9,0.885,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,6,256,40000,1.6224360466003418,0.8807228461596445,0.9,0.9,0.9,0.9,0.9,0.88,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,7,256,40000,1.5126726627349854,0.8947978694002665,0.9,0.9,0.9,0.9,0.9,0.896,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,8,256,40000,1.6408390998840332,0.8815054898118139,0.9,0.9,0.9,0.9,0.9,0.888,0,-1
content_rendering,mixed_AB,200,parallel,rls_quad,9,256,40000,1.524143934249878,0.8780910027386247,0.9,0.9,0.9,0.9,0.9,0.869,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,0,256,40000,1.4725983142852783,0.8905768699278912,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,1,256,40000,1.4053666591644287,0.8980616064922992,0.9,0.9,0.9,0.9,0.9,0.891,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,2,256,40000,1.6943888664245605,0.9088942488882189,0.9,0.9,0.9,0.9,0.9,0.906,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,3,256,40000,1.8699240684509277,0.8785382276827215,0.9,0.875,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,4,256,40000,1.6923365592956543,0.8875618703047664,0.9,0.9,0.9,0.9,0.9,0.904,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,5,256,40000,1.7108523845672607,0.8989924876259391,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,6,256,40000,1.6489191055297852,0.869667847541519,0.9,0.9,0.9,0.9,0.9,0.888,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,7,256,40000,1.6739790439605713,0.893290369588704,0.9,0.9,0.9,0.9,0.9,0.908,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,8,256,40000,1.5876808166503906,0.8880379889952514,0.9,0.9,0.9,0.9,0.9,0.899,0,-1
content_rendering,mixed_AB,100,parallel,rls_quad,9,256,40000,1.5166168212890625,0.8836185020476873,0.9,0.9,0.9,0.9,0.9,0.881,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,0,256,40000,1.7394413948059082,0.8815054898118139,0.9,0.9,0.9,0.9,0.9,0.912,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,1,256,40000,1.5962333679199219,0.8977123690359539,0.9,0.9,0.9,0.9,0.9,0.905,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,2,256,40000,1.8062350749969482,0.8928142508982186,0.9,0.9,0.9,0.9,0.9,0.89,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,3,256,40000,1.7587292194366455,0.8855732268033466,0.9,0.9,0.9,0.9,0.9,0.89,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,4,256,40000,1.9365663528442383,0.8870593703675789,0.9,0.9,0.9,0.9,0.9,0.916,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,5,256,40000,1.9840874671936035,0.8874349890706265,0.9,0.9,0.9,0.9,0.9,0.897,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,6,256,40000,1.9656946659088135,0.8743649657043793,0.9,0.9,0.9,0.9,0.9,0.892,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,7,256,40000,1.8664486408233643,0.9028378683952666,0.9,0.9,0.9,0.9,0.9,0.911,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,8,256,40000,1.8458542823791504,0.8709529911308762,0.9,0.9,0.9,0.9,0.9,0.887,0,-1
content_rendering,mixed_AB,25,parallel,rls_quad,9,256,40000,1.9477746486663818,0.8750496218687972,0.9,0.885,0.9,0.9,0.9,0.86,0,-1
content_rendering,mixed_AB,200,parallel,pop_mem,0,256,40000,1.1799290180206299,0.9047184744101906,0.9,0.9,0.925,0.9,0.925,0.899,96,-1
content_rendering,mixed_AB,200,parallel,pop_mem,1,256,40000,1.1833875179290771,0.9067573679053291,0.9,0.905,0.9,0.9,0.9,0.9,96,-1
content_rendering,mixed_AB,200,parallel,pop_mem,2,256,40000,1.120537281036377,0.9134644858169394,0.9,0.9,0.9,0.9,0.9,0.899,97,-1
content_rendering,mixed_AB,200,parallel,pop_mem,3,256,40000,1.2342636585235596,0.9052976055877993,0.9,0.9,0.9,0.9,0.9,0.891,96,-1
content_rendering,mixed_AB,200,parallel,pop_mem,4,256,40000,1.2456698417663574,0.9068553553930807,0.9,0.9,0.9,0.9,0.9,0.899,95,-1
content_rendering,mixed_AB,200,parallel,pop_mem,5,256,40000,1.152714490890503,0.906556367930454,0.9,0.995,0.9,0.9,0.9,0.885,97,-1
content_rendering,mixed_AB,200,parallel,pop_mem,6,256,40000,1.1036467552185059,0.8926295821713022,0.9,0.9,0.9,0.9,0.9,0.88,96,-1
content_rendering,mixed_AB,200,parallel,pop_mem,7,256,40000,1.1423447132110596,0.9059006055124244,0.9,0.9,0.9,0.9,0.9,0.896,96,-1
content_rendering,mixed_AB,200,parallel,pop_mem,8,256,40000,1.128105640411377,0.9147948544006432,0.9,0.9,0.9125000000000001,0.9,0.9125000000000001,0.888,97,-1
content_rendering,mixed_AB,200,parallel,pop_mem,9,256,40000,1.1282107830047607,0.884271751966031,0.9,0.9,0.9,0.9,0.9,0.869,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,0,256,40000,1.142817497253418,0.9006984749126906,0.9,0.9,0.9,0.9,0.9,0.892,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,1,256,40000,1.1851153373718262,0.9147973669003291,0.9,0.9,0.93,0.9,0.93,0.891,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,2,256,40000,1.227957010269165,0.9240169844978771,0.9,0.9,1.0,0.9,1.0,0.906,97,-1
content_rendering,mixed_AB,100,parallel,pop_mem,3,256,40000,1.1877591609954834,0.9132609733423784,0.9,0.9,0.9,0.9,0.9,0.899,97,-1
content_rendering,mixed_AB,100,parallel,pop_mem,4,256,40000,1.1924207210540771,0.9113778548277681,0.9,0.9,0.9,0.9,0.9,0.904,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,5,256,40000,1.0883629322052002,0.9074344865706893,0.9,0.925,0.9,0.9,0.9,0.892,97,-1
content_rendering,mixed_AB,100,parallel,pop_mem,6,256,40000,1.240053653717041,0.8976545815431773,0.9,0.9,0.9,0.9,0.9,0.888,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,7,256,40000,1.1790087223052979,0.9134381045702369,0.9,0.9,0.9,0.9,0.9,0.908,96,-1
content_rendering,mixed_AB,100,parallel,pop_mem,8,256,40000,1.217679500579834,0.9042423557197056,0.9,0.9,0.9,0.9,0.9,0.899,97,-1
content_rendering,mixed_AB,100,parallel,pop_mem,9,256,40000,1.152299165725708,0.8908306323961709,0.9,0.9,0.9,0.9,0.9,0.881,97,-1
content_rendering,mixed_AB,25,parallel,pop_mem,0,256,40000,1.2112054824829102,0.9082359739705032,0.9,0.9,1.0,0.9,1.0,0.912,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,1,256,40000,1.216841459274292,0.925349865581267,0.9,0.9,1.0,0.9,1.0,0.905,97,-1
content_rendering,mixed_AB,25,parallel,pop_mem,2,256,40000,1.1344306468963623,0.9079369865078768,0.9,0.9,0.9,0.9,0.9,0.89,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,3,256,40000,1.2128946781158447,0.9017801060274867,0.9,0.9,0.9,0.9,0.9,0.89,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,4,256,40000,1.241028070449829,0.9063528554558931,0.9,0.9,0.9,0.9,0.9,0.916,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,5,256,40000,1.0990352630615234,0.9231388658576417,0.9,1.0,0.965,0.9,0.965,0.897,97,-1
content_rendering,mixed_AB,25,parallel,pop_mem,6,256,40000,1.2079074382781982,0.8981570814803649,0.9,0.9,0.9,0.9,0.9,0.892,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,7,256,40000,1.1534440517425537,0.9154481043189869,0.9,0.9,0.9,0.9,0.9,0.911,96,-1
content_rendering,mixed_AB,25,parallel,pop_mem,8,256,40000,1.253870964050293,0.9062523554684556,0.9,0.9,0.9,0.9,0.9,0.887,95,-1
content_rendering,mixed_AB,25,parallel,pop_mem,9,256,40000,1.221268892288208,0.8993467500816561,0.9,0.9,0.9,0.9,0.9,0.86,97,-1
content_rendering,mixed_AB,200,parallel,meta_ema,0,256,40000,1.1650927066802979,0.7594407175699103,0.78,0.765,0.8,0.78,0.8,0.899,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,1,256,40000,1.1663856506347656,0.7672872540890933,0.8,0.8,0.8,0.8,0.8,0.9,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,2,256,40000,1.2033171653747559,0.7699505037561871,0.8,0.8,0.8,0.8,0.8,0.899,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,3,256,40000,1.0954124927520752,0.7513554935805632,0.8,0.8,0.8,0.8,0.8,0.891,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,4,256,40000,1.123328447341919,0.7651742418532198,0.8,0.8,0.8,0.8,0.8,0.899,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,5,256,40000,1.273817539215088,0.7668588728926409,0.8,0.8,0.8,0.8,0.8,0.885,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,6,256,40000,1.338059902191162,0.7591894676013166,0.83,0.8,0.755,0.83,0.755,0.88,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,7,256,40000,1.28574538230896,0.764317479460315,0.8,0.8,0.7,0.8,0.7,0.896,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,8,256,40000,1.1060051918029785,0.7595437300570337,0.8,0.8,0.8,0.8,0.8,0.888,0,0
content_rendering,mixed_AB,200,parallel,meta_ema,9,256,40000,1.127770185470581,0.7489196251350468,0.78,0.8,0.77,0.78,0.77,0.869,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,0,256,40000,1.306678295135498,0.7636855857893018,0.79,0.8,0.8,0.79,0.8,0.892,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,1,256,40000,1.300325632095337,0.7808547523931559,0.8,0.8,0.8,0.8,0.8,0.891,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,2,256,40000,1.1477813720703125,0.7674380040702495,0.8,0.8,0.8,0.8,0.8,0.906,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,3,256,40000,1.0707213878631592,0.7553754930780634,0.75,0.8,0.71,0.75,0.71,0.899,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,4,256,40000,1.1698932647705078,0.7767317404085324,0.8,0.8,0.8,0.8,0.8,0.904,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,5,256,40000,1.1127493381500244,0.767258360342705,0.8,0.8,0.785,0.8,0.785,0.892,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,6,256,40000,1.2175331115722656,0.7456483505439563,0.8,0.715,0.8,0.8,0.8,0.888,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,7,256,40000,1.1054539680480957,0.7567799804025024,0.8,0.8,0.775,0.8,0.775,0.908,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,8,256,40000,1.1547763347625732,0.7635637295545339,0.8,0.8,0.8,0.8,0.8,0.899,0,0
content_rendering,mixed_AB,100,parallel,meta_ema,9,256,40000,1.2585370540618896,0.7705271224341097,0.8,0.785,0.8,0.8,0.8,0.881,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,0,256,40000,1.2489345073699951,0.7707205849099269,0.8,0.8,0.8,0.8,0.8,0.912,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,1,256,40000,1.1148772239685059,0.7753272530840933,0.8,0.74,0.8,0.8,0.8,0.905,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,2,256,40000,1.1673119068145752,0.7704530036933747,0.8,0.8,0.8,0.8,0.8,0.89,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,3,256,40000,1.3620152473449707,0.7504748624406422,0.75,0.8,0.785,0.75,0.785,0.89,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,4,256,40000,1.1511421203613281,0.7737167407854074,0.8,0.8,0.8,0.8,0.8,0.916,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,5,256,40000,1.1944987773895264,0.7632144920981885,0.8,0.725,0.75,0.8,0.75,0.897,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,6,256,40000,1.2017507553100586,0.7547674681540665,0.8,0.74,0.73,0.8,0.73,0.892,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,7,256,40000,1.1188008785247803,0.7748699781412527,0.8,0.77,0.8,0.8,0.8,0.911,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,8,256,40000,1.2842378616333008,0.7600198487475189,0.755,0.8,0.8,0.755,0.8,0.887,0,0
content_rendering,mixed_AB,25,parallel,meta_ema,9,256,40000,1.1804320812225342,0.7492475063440618,0.8,0.7975000000000001,0.705,0.8,0.705,0.86,0,0
