task,scenario,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,acc_first,acc_mid,acc_last,sel_good_frac,n_switches
multi_source_weak,all_weak,parallel,vote_pure,7,256,40000,2.3600757122039795,0.8547963619004547,0.9,0.825,0.84,0.0,0
multi_source_weak,all_weak,parallel,worker_majority,7,256,40000,3.6023473739624023,0.8843936082007989,0.9,0.9,0.9,0.0,0
multi_source_weak,all_weak,parallel,emasel_pure,7,256,40000,3.7153146266937256,0.6920077384990326,0.7,0.7,0.7,0.6915,252
multi_source_weak,all_weak,parallel,worker_emasel,7,256,40000,5.161199331283569,0.7851473581065803,0.73,0.8,0.8,0.6915,252
multi_source_weak,all_weak,parallel,worker_true,9,256,40000,2.8726654052734375,0.9119356297580464,0.9,0.9,0.9,0.0,0
multi_source_weak,all_weak,parallel,vote_pure,9,256,40000,2.937988758087158,0.8361033642370794,0.805,0.83,0.9,0.0,0
multi_source_weak,all_weak,parallel,worker_majority,9,256,40000,3.9005327224731445,0.8717356347830456,0.9,0.9,0.9,0.0,0
multi_source_weak,all_weak,parallel,emasel_pure,9,256,40000,3.9413015842437744,0.6946998819125147,0.7,0.7,0.7,0.695,215
multi_source_weak,all_weak,parallel,worker_emasel,9,256,40000,5.1649298667907715,0.7850518831185147,0.8,0.76,0.8,0.695,215
multi_source_weak,majority_weak,parallel,worker_true,0,256,40000,2.02336049079895,0.9187884726514408,1.0,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,0,256,40000,2.0671136379241943,0.713919248260094,0.7,0.7,0.7,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,0,256,40000,3.0862157344818115,0.7958506067686741,0.7,0.7875000000000001,0.81,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,0,256,40000,3.179098606109619,0.695657144292857,0.7,0.7,0.7,0.6965,141
multi_source_weak,majority_weak,parallel,worker_emasel,0,256,40000,4.282119989395142,0.7986909876636266,0.8,0.8,0.8,0.6965,141
multi_source_weak,majority_weak,parallel,worker_true,1,256,40000,2.431960105895996,0.9095449863068767,0.9,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,1,256,40000,2.6040732860565186,0.7206288786713901,0.72,0.7,0.71,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,1,256,40000,3.7175614833831787,0.8013567498304064,0.88,0.815,0.9,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,1,256,40000,3.7927498817443848,0.6980879877390015,0.705,0.7,0.7,0.698,148
multi_source_weak,majority_weak,parallel,worker_emasel,1,256,40000,5.210203170776367,0.7923117509610312,0.9,0.825,0.8,0.698,148
multi_source_weak,majority_weak,parallel,worker_true,2,256,40000,2.3601551055908203,0.9187646039044245,0.9,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,2,256,40000,2.4277656078338623,0.7136943795382026,0.72,0.635,0.7375,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,2,256,40000,3.424041271209717,0.7995691063038618,0.845,0.7,0.9,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,2,256,40000,3.5940628051757812,0.7170322353709705,0.7,0.7,0.8,0.716,102
multi_source_weak,majority_weak,parallel,worker_emasel,2,256,40000,5.056843280792236,0.8059508555061431,0.8,0.8,0.9,0.716,102
multi_source_weak,majority_weak,parallel,worker_true,3,256,40000,2.040947675704956,0.927634984045627,0.965,0.9,1.0,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,3,256,40000,2.149411201477051,0.7219378910077636,0.8,0.7,0.7,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,3,256,40000,3.1597089767456055,0.7990929876133764,0.8,0.8,0.8,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,3,256,40000,3.262244462966919,0.6858320142709983,0.735,0.7,0.7,0.6865,192
multi_source_weak,majority_weak,parallel,worker_emasel,3,256,40000,4.193703651428223,0.7754013718248285,0.8,0.8,0.8,0.6865,192
multi_source_weak,majority_weak,parallel,worker_true,4,256,40000,2.3772165775299072,0.9151729856033769,0.9,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,4,256,40000,2.427124500274658,0.7222318534710183,0.7,0.705,0.8,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,4,256,40000,3.374734878540039,0.8104469736941282,0.8,0.8,0.9,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,4,256,40000,3.5491158962249756,0.6932903695887038,0.68,0.7,0.705,0.693,216
multi_source_weak,majority_weak,parallel,worker_emasel,4,256,40000,4.783217430114746,0.7849966081254239,0.8,0.8,0.835,0.693,216
multi_source_weak,majority_weak,parallel,worker_true,5,256,40000,2.1745970249176025,0.9285131026858624,0.9,0.96,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,5,256,40000,2.2346677780151367,0.7156516167935478,0.735,0.7,0.7,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,5,256,40000,3.157749652862549,0.8351674581040678,0.845,0.885,0.9,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,5,256,40000,3.2154109477996826,0.6965830004271251,0.7,0.7,0.7,0.6965,162
multi_source_weak,majority_weak,parallel,worker_emasel,5,256,40000,4.609949111938477,0.7955252380593454,0.8,0.8,0.82,0.6965,162
multi_source_weak,majority_weak,parallel,worker_true,6,256,40000,2.7344136238098145,0.9234114720735659,0.985,0.9,1.0,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,6,256,40000,2.834531784057617,0.7086166176729228,0.71,0.7,0.755,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,6,256,40000,4.244724988937378,0.7890166076229241,0.895,0.8,0.855,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,6,256,40000,4.3213465213775635,0.6867817391522826,0.695,0.7,0.7,0.6865,167
multi_source_weak,majority_weak,parallel,worker_emasel,6,256,40000,5.472712755203247,0.7672822290897214,0.8,0.8,0.88,0.6865,167
multi_source_weak,majority_weak,parallel,worker_true,7,256,40000,2.5324456691741943,0.9155247355594082,0.9,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,7,256,40000,2.61313796043396,0.7118828672646416,0.7,0.765,0.7,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,7,256,40000,3.830597400665283,0.8065538554307681,0.8,0.855,0.8,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,7,256,40000,3.9473631381988525,0.7033139870857517,0.7,0.7,0.7,0.703,152
multi_source_weak,majority_weak,parallel,worker_emasel,7,256,40000,5.386509895324707,0.779442727569659,0.75,0.8,0.8,0.703,152
multi_source_weak,majority_weak,parallel,worker_true,8,256,40000,2.5638225078582764,0.9233637345795332,0.9,0.9,0.905,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,8,256,40000,2.6314597129821777,0.7235936283007964,0.7,0.7,0.775,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,8,256,40000,3.8840506076812744,0.7995402125574734,0.8,0.8,0.9,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,8,256,40000,3.9205615520477295,0.7030702746162157,0.7,0.7,0.7,0.7045,173
multi_source_weak,majority_weak,parallel,worker_emasel,8,256,40000,5.273514270782471,0.8028378683952665,0.845,0.8,0.82,0.7045,173
multi_source_weak,majority_weak,parallel,worker_true,9,256,40000,2.034623384475708,0.9119356297580464,0.9,0.9,0.9,0.0,0
multi_source_weak,majority_weak,parallel,vote_pure,9,256,40000,2.1207683086395264,0.7287882214014724,0.7,0.7,0.745,0.0,0
multi_source_weak,majority_weak,parallel,worker_majority,9,256,40000,3.11877179145813,0.8013806185774227,0.8,0.815,0.8,0.0,0
multi_source_weak,majority_weak,parallel,emasel_pure,9,256,40000,3.2192604541778564,0.699595487550564,0.7,0.7,0.7,0.699,159
multi_source_weak,majority_weak,parallel,worker_emasel,9,256,40000,4.531209468841553,0.796659631667546,0.8,0.805,0.8,0.699,159
multi_source_weak,minority_weak,parallel,worker_true,0,256,40000,2.1686737537384033,0.9187884726514408,1.0,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,0,256,40000,2.2180027961730957,0.556758624155172,0.575,0.59,0.52,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,0,256,40000,3.588590383529663,0.6112534860933142,0.6,0.6,0.6,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,0,256,40000,3.6532280445098877,0.6964875254390592,0.7,0.675,0.7,0.6975,6
multi_source_weak,minority_weak,parallel,worker_emasel,0,256,40000,4.8076395988464355,0.7882867264641592,0.845,0.75,0.8,0.6975,6
multi_source_weak,minority_weak,parallel,worker_true,1,256,40000,2.47946834564209,0.9095449863068767,0.9,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,1,256,40000,2.5175445079803467,0.5546456119192985,0.595,0.56,0.58,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,1,256,40000,3.5708999633789062,0.6230170096228738,0.63,0.7,0.6,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,1,256,40000,3.630056619644165,0.680648727418909,0.7,0.7,0.7,0.68,11
multi_source_weak,minority_weak,parallel,worker_emasel,1,256,40000,4.92377781867981,0.7560526117434235,0.8,0.8,0.8,0.68,11
multi_source_weak,minority_weak,parallel,worker_true,2,256,40000,2.8845598697662354,0.9187646039044245,0.9,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,2,256,40000,2.9642295837402344,0.5726187784226527,0.585,0.5,0.6,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,2,256,40000,3.994866371154785,0.626711640411045,0.6,0.525,0.7,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,2,256,40000,4.097233057022095,0.7004786311901711,0.7,0.7,0.76,0.7005,9
multi_source_weak,minority_weak,parallel,worker_emasel,2,256,40000,5.280128002166748,0.7875116203110475,0.785,0.8,0.9,0.7005,9
multi_source_weak,minority_weak,parallel,worker_true,3,256,40000,2.4915859699249268,0.927634984045627,0.965,0.9,1.0,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,3,256,40000,2.597428798675537,0.586686264164217,0.6,0.6,0.57,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,3,256,40000,4.038867712020874,0.6543730057033744,0.6,0.7,0.75,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,3,256,40000,4.149598836898804,0.7001482374814703,0.715,0.7,0.7,0.6995,13
multi_source_weak,minority_weak,parallel,worker_emasel,3,256,40000,5.347069501876831,0.8072309740961283,0.8,0.8,0.845,0.6995,13
multi_source_weak,minority_weak,parallel,worker_true,5,256,40000,1.9185547828674316,0.9285131026858624,0.9,0.96,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,5,256,40000,1.999535322189331,0.5853797643275294,0.555,0.6,0.62,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,5,256,40000,3.014094591140747,0.6801010024873748,0.6,0.7,0.72,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,5,256,40000,3.084855794906616,0.6868345016456873,0.685,0.7,0.7,0.687,22
multi_source_weak,minority_weak,parallel,worker_emasel,5,256,40000,4.262196779251099,0.7828119896485013,0.8,0.79,0.8,0.687,22
multi_source_weak,minority_weak,parallel,worker_true,4,256,40000,2.3617660999298096,0.9151729856033769,0.9,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,4,256,40000,2.4480140209198,0.5799477400065325,0.585,0.6,0.605,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,4,256,40000,3.3623082637786865,0.6417841260269843,0.6,0.6,0.72,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,4,256,40000,3.4479804039001465,0.7064319991960001,0.7,0.76,0.78,0.7065,12
multi_source_weak,minority_weak,parallel,worker_emasel,4,256,40000,4.573730945587158,0.805551368056079,0.8,0.8,0.9,0.7065,12
multi_source_weak,minority_weak,parallel,worker_true,6,256,40000,2.5273663997650146,0.9234114720735659,0.985,0.9,1.0,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,6,256,40000,2.590301036834717,0.5608263611467048,0.6,0.58,0.515,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,6,256,40000,3.6830127239227295,0.6096002612999674,0.6,0.6,0.565,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,6,256,40000,3.7752599716186523,0.67522424059697,0.7,0.7,0.7,0.675,11
multi_source_weak,minority_weak,parallel,worker_emasel,6,256,40000,4.531107425689697,0.7452463505942063,0.8,0.8,0.8,0.675,11
multi_source_weak,minority_weak,parallel,worker_true,7,256,40000,2.4292147159576416,0.9155247355594082,0.9,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,7,256,40000,2.526211977005005,0.5652508730936409,0.6,0.57,0.505,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,7,256,40000,3.7729640007019043,0.6009811311273586,0.7,0.7,0.585,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,7,256,40000,3.8340909481048584,0.7203248662093917,0.7,0.715,0.735,0.72,8
multi_source_weak,minority_weak,parallel,worker_emasel,7,256,40000,4.637316465377808,0.8088389738951283,0.8,0.9,0.8,0.72,8
multi_source_weak,minority_weak,parallel,worker_true,8,256,40000,2.048790454864502,0.9233637345795332,0.9,0.9,0.905,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,8,256,40000,2.1270358562469482,0.5672872540890932,0.52,0.545,0.6,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,8,256,40000,2.867095947265625,0.5983945127006859,0.6,0.53,0.7,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,8,256,40000,2.8821475505828857,0.7027637496545314,0.7,0.7,0.7,0.703,0
multi_source_weak,minority_weak,parallel,worker_emasel,8,256,40000,3.3639614582061768,0.7770596216175473,0.9,0.8,0.8,0.703,0
multi_source_weak,minority_weak,parallel,worker_true,9,256,40000,2.1468234062194824,0.9119356297580464,0.9,0.9,0.9,0.0,0
multi_source_weak,minority_weak,parallel,vote_pure,9,256,40000,2.178913116455078,0.5798233712720786,0.5,0.6,0.61,0.0,0
multi_source_weak,minority_weak,parallel,worker_majority,9,256,40000,2.6692559719085693,0.6066116429235447,0.6,0.63,0.6,0.0,0
multi_source_weak,minority_weak,parallel,emasel_pure,9,256,40000,2.7073781490325928,0.7171829853521269,0.72,0.735,0.735,0.7165,5
multi_source_weak,minority_weak,parallel,worker_emasel,9,256,40000,3.0176897048950195,0.7861046204869224,0.8,0.8,0.8,0.7165,5
