part,disturb,kappa,arm,seed_idx,mc_heldout,proxy_mean,pre_nmse,post_nmse,final_nmse,recovery_pulses,kappa_settled,mc_at_nominal,mc_at_settled,runtime_s
1,edge_prune,40.0,,7,4.030583511280122,0.06370675111655677,,,,,,,,1.5675914287567139
1,noise,15.0,,0,4.008200845840725,0.019989368435768814,,,,,,,,2.807070255279541
1,noise,15.0,,1,3.8194089206017803,0.019849418697158394,,,,,,,,2.5116662979125977
1,noise,15.0,,2,4.971369435061392,0.020094904401895135,,,,,,,,2.759862184524536
1,noise,15.0,,3,4.369749483313956,0.01949013078897414,,,,,,,,2.8833160400390625
1,noise,15.0,,4,4.250487233765686,0.019187563507662098,,,,,,,,2.9507479667663574
1,noise,15.0,,5,4.150016746662957,0.01801056732771954,,,,,,,,2.646679401397705
1,noise,15.0,,8,4.811756979802565,0.018458121249751158,,,,,,,,2.913210868835449
1,noise,15.0,,9,4.138793659140151,0.020041420128169642,,,,,,,,2.6679563522338867
1,noise,25.0,,0,10.223371848956294,0.028827155628274093,,,,,,,,3.0023932456970215
1,noise,25.0,,1,8.574014330087033,0.028696059120421183,,,,,,,,2.7229483127593994
1,noise,15.0,,6,4.602708863103781,0.02064854806343458,,,,,,,,3.347999334335327
1,noise,15.0,,7,4.661813561913261,0.018421103747480478,,,,,,,,2.5491139888763428
1,noise,25.0,,2,10.845990143687578,0.02963424274781562,,,,,,,,3.143951177597046
1,noise,25.0,,3,8.94739817844704,0.028865381220907163,,,,,,,,2.6620328426361084
1,noise,25.0,,6,10.814688514474732,0.0300205187428389,,,,,,,,2.541532516479492
1,noise,25.0,,7,9.36811643269484,0.027080060500327272,,,,,,,,2.0681939125061035
1,noise,25.0,,4,10.215526517358814,0.028209453093859825,,,,,,,,3.086001396179199
1,noise,25.0,,5,10.376648239361886,0.02704048811139998,,,,,,,,1.8749666213989258
1,noise,25.0,,8,10.800715602196878,0.027585082158456002,,,,,,,,2.8309030532836914
1,noise,25.0,,9,10.315980382467059,0.02883808341818409,,,,,,,,1.7241179943084717
1,noise,40.0,,2,6.46554429038507,0.06263273160751862,,,,,,,,2.7033681869506836
1,noise,40.0,,3,7.608504141269927,0.0616152429701719,,,,,,,,1.764265537261963
1,noise,40.0,,0,5.448319659253248,0.061798573392374295,,,,,,,,2.6636197566986084
1,noise,40.0,,1,6.581347316494045,0.062153109949746335,,,,,,,,2.212683916091919
1,noise,40.0,,6,7.1961692306722265,0.06528310374951853,,,,,,,,2.715895175933838
1,noise,40.0,,7,6.2478815536109185,0.05739371816311198,,,,,,,,1.963484287261963
1,noise,40.0,,4,5.908626408291305,0.059885098946162146,,,,,,,,2.873133659362793
1,noise,40.0,,5,6.901743249067985,0.058269962355194514,,,,,,,,2.039647340774536
1,noise,40.0,,8,6.539045179009037,0.057157495846943164,,,,,,,,2.8022077083587646
1,noise,40.0,,9,5.606647397408367,0.061799741292325204,,,,,,,,1.924999475479126
2,none,,fixed,0,,,0.00593173408471479,0.0016222543274919635,0.0016268096771197731,3381.0,25.0,15.378069872481724,15.378069872481724,59.196513175964355
2,none,,fixed,1,,,0.005792986200360928,0.0018333954471089972,0.0021702818654504713,3180.0,25.0,14.520375647005224,14.520375647005224,68.78272008895874
2,tau_drift,,fixed,0,,,0.00593173408471479,0.0015746634355771883,0.0010733007070695656,4286.0,25.0,13.953197656939063,13.953197656939063,62.31857132911682
2,tau_drift,,fixed,1,,,0.005792986200360928,0.0019100435295116695,0.0016022208384149385,3596.0,25.0,12.068137759473828,12.068137759473828,72.43473958969116
2,none,,fixed,8,,,0.005852420141402949,0.0018530376521583448,0.002002898577893459,3182.0,25.0,14.894095432462196,14.894095432462196,67.51380944252014
2,none,,fixed,9,,,0.004799299054870662,0.0013645653537148017,0.0015983412678547686,3181.0,25.0,8.689298666313169,8.689298666313169,69.23199939727783
2,tau_drift,,fixed,4,,,0.005445899156905515,0.0015552283369770679,0.0010397915839940872,4309.0,25.0,8.703545906512415,8.703545906512415,65.80281567573547
2,tau_drift,,fixed,5,,,0.005222628721573589,0.0017143615803915724,0.001283234248293401,4286.0,25.0,14.233802989324412,14.233802989324412,69.70060539245605
2,none,,fixed,6,,,0.006618008174497729,0.0025576732565430354,0.0029165124980705965,3175.0,25.0,16.456459153705215,16.456459153705215,67.3787612915039
