arm,seed,feat,stream_ppl,floor_frac,forgetting_ppl,forgetting_ppl_med,forget_floor_frac,chan_util_min,chan_util_gini,chan_never_selected,oracle_ppl,gate_mean,gate_frac_gt_half,n_params_gate,runtime_s
Gate-C-softmax,8,gate_c,7.749587127308669,0.0,31.32467299649495,21.156110756129152,0.0,nan,nan,-1,27.003484513500467,0.7221971745780781,1.0,16512,7.424582004547119
Gate-C-softmax,9,gate_c,7.88431773171049,0.0,93.07620982639712,62.27948170021871,0.0,nan,nan,-1,25.971263632610874,0.7253106208800454,1.0,16512,7.367093563079834
Gate-static-softmax,0,gate_static,8.074750565785234,0.0,23.7496094076352,27.358262608491387,0.0,nan,nan,-1,18.48307493896562,0.741281326692106,1.0,128,4.7320966720581055
Gate-static-softmax,1,gate_static,7.582850851844081,0.0,14.65197280223246,17.39858718480837,0.0,nan,nan,-1,16.91595362806684,0.7331070476209796,1.0,128,5.064993858337402
Gate-static-softmax,2,gate_static,8.612515416929918,0.0,25.31140193371048,31.090853989471853,0.0,nan,nan,-1,18.408531125442646,0.7645277855915797,1.0,128,5.119018077850342
Gate-static-softmax,3,gate_static,7.935011392827501,0.0,30.486562195430576,34.481235918406085,0.0,nan,nan,-1,17.1028269735094,0.7480834412977831,1.0,128,6.2448835372924805
Gate-static-softmax,4,gate_static,8.17548408470266,0.0,18.60825916575083,18.6205280301334,0.0,nan,nan,-1,20.2827412926683,0.7550544514628149,1.0,128,4.880415201187134
Gate-static-softmax,5,gate_static,8.215803375669008,0.0,22.242705064929314,17.463289634134043,0.0,nan,nan,-1,18.421440290491503,0.738288151702153,1.0,128,5.630974292755127
Gate-static-softmax,6,gate_static,7.953467657293,0.0,18.44875169145056,19.01133522612295,0.0,nan,nan,-1,17.946694183414618,0.749079411625577,1.0,128,6.553164005279541
Gate-static-softmax,7,gate_static,8.543517575346245,0.0,19.296465098915906,17.549054213199625,0.0,nan,nan,-1,18.331259672115085,0.7651661686192954,1.0,128,5.423115491867065
Gate-static-softmax,8,gate_static,8.165781766015632,0.0,25.202914596596223,17.42636732616525,0.0,nan,nan,-1,18.226961143061537,0.7453247218418562,1.0,128,6.859609127044678
Gate-static-softmax,9,gate_static,8.265562447001402,0.0,67.15080563338277,43.36140148723996,0.0,nan,nan,-1,18.030271260259497,0.7462942123478173,1.0,128,7.421621799468994
Gate-elem-softmax,0,gate_elem,8.60218646170369,0.0,40.23060441997444,45.33060071355976,0.0,nan,nan,-1,20.281574829274682,0.7179307866675748,1.0,256,7.401809930801392
Gate-elem-softmax,1,gate_elem,8.028486290557185,0.0,19.33786151660369,21.888331154018793,0.0,nan,nan,-1,19.287722098836,0.71274250719726,1.0,256,7.0232720375061035
Gate-elem-softmax,2,gate_elem,9.235800919336295,0.0,42.13631196301416,51.13874462992463,0.0,nan,nan,-1,19.391680883542154,0.7278884996558804,1.0,256,7.131072282791138
Gate-elem-softmax,3,gate_elem,8.42338165235616,0.0,63.819943394149504,69.3865179134053,0.0,nan,nan,-1,18.920569540435427,0.7194613315698613,1.0,256,8.076892375946045
Gate-elem-softmax,4,gate_elem,8.682430822111964,0.0,29.83784503796816,25.93336076757226,0.0,nan,nan,-1,21.04500620703823,0.7264985016475377,1.0,256,5.98417067527771
Gate-elem-softmax,5,gate_elem,8.851379295353098,0.0,34.49445689184009,23.07401941638258,0.0,nan,nan,-1,19.63411832413329,0.7149666141104435,1.0,256,6.699110269546509
Gate-elem-softmax,6,gate_elem,8.47128945523778,0.0,30.654868620993142,28.01492408927264,0.0,nan,nan,-1,19.02610901787912,0.7199596142864537,1.0,256,8.821413278579712
Gate-elem-softmax,7,gate_elem,9.129570215791615,0.0,27.000322560795247,22.518132713176293,0.0,nan,nan,-1,20.054609782775596,0.7267274923137599,1.0,256,5.285852909088135
Gate-elem-softmax,8,gate_elem,8.649761955624028,0.0,39.475732774679024,24.066205453763992,0.0,nan,nan,-1,19.305356178207056,0.7196011276437274,1.0,256,5.698459148406982
Gate-elem-softmax,9,gate_elem,8.855996055741118,0.0,268.3443331677048,143.9034391366703,0.0,nan,nan,-1,19.650532694763008,0.7194452616819739,1.0,256,5.935700178146362
Gate-C-topk-softmax,0,gate_c_topk,7.027171972921536,0.0,8.031876433708527,8.78624132733153,0.0,0.0,0.5839652767167621,30,35.84699283211618,0.5789838364234888,0.25,16512,11.73486065864563
Gate-C-topk-softmax,1,gate_c_topk,6.697460716376093,0.0,7.873640222844666,8.414678706762203,0.0,0.0,0.5796178943535057,28,33.184806936603636,0.5809465115786938,0.25,16512,11.97177529335022
Gate-C-topk-softmax,2,gate_c_topk,7.065744747131393,0.0,9.930753405469762,11.201701179690552,0.0,0.0,0.6259691836178398,29,29.963916739325388,0.570325592822645,0.25,16512,10.731280088424683
Gate-C-topk-softmax,3,gate_c_topk,7.070544084507493,0.0,7.778197996866552,7.722785750543266,0.0,0.0,0.6265887113086144,41,33.771875851341896,0.5696990048485626,0.25,16512,10.68971586227417
Gate-C-topk-softmax,4,gate_c_topk,6.939523544998787,0.0,8.906029088930723,10.592534325152759,0.0,0.0,0.5466092517292627,26,31.97440613130065,0.5742282384009703,0.25,16512,9.798065662384033
Gate-C-topk-softmax,5,gate_c_topk,7.015801911697075,0.0,8.824873637748325,10.09148060860742,0.0,0.0,0.5785821380267653,21,31.173288689259138,0.5808627732590701,0.25,16512,11.179739236831665
Gate-C-topk-softmax,6,gate_c_topk,7.425087001684912,0.0,9.753984391600044,10.950619542942718,0.0,0.0,0.5540409525789627,29,34.6402781917019,0.5789930840494293,0.25,16512,10.871440410614014
Gate-C-topk-softmax,7,gate_c_topk,6.990706099899891,0.0,9.788246832282654,10.992916644501229,0.0,0.0,0.614021796783849,37,34.00755353107652,0.5628480791153574,0.25,16512,10.264030694961548
Gate-C-topk-softmax,8,gate_c_topk,7.1183989717830265,0.0,11.284658518033734,13.685475313877008,0.0,0.0,0.5841339330049586,26,31.017024090924934,0.5812418692487147,0.25,16512,12.515105962753296
Gate-C-topk-softmax,9,gate_c_topk,6.976118862973836,0.0,9.833783109758539,11.70087956768831,0.0,0.0,0.5851239511136035,25,32.88544310769446,0.5833429032521598,0.25,16512,9.769974708557129
Gate-C-L1-softmax,0,gate_c_l1,7.000862717393844,0.0,12.048457844810514,15.017753243465432,0.0,nan,nan,-1,31.676561386488686,0.3642367402911332,0.03125,16512,7.697030782699585
Gate-C-L1-softmax,1,gate_c_l1,6.630921439585547,0.0,9.608145887585621,10.448405095043132,0.0,nan,nan,-1,28.529812519136513,0.3623954930778216,0.046875,16512,7.584258079528809
Gate-C-L1-softmax,2,gate_c_l1,7.178310455288102,0.0,11.708082429706005,12.470953614664609,0.0,nan,nan,-1,32.137852843063634,0.410621468954027,0.1015625,16512,7.626775026321411
Gate-C-L1-softmax,3,gate_c_l1,6.90676480332017,0.0,10.409032702451771,10.996294926333707,0.0,nan,nan,-1,29.857431779769538,0.355428587381455,0.03125,16512,7.559507369995117
Gate-C-L1-softmax,4,gate_c_l1,7.052821319192074,0.0,10.429312416702725,11.71152900496167,0.0,nan,nan,-1,30.786158511232262,0.391864336309943,0.0703125,16512,7.928842306137085
Gate-C-L1-softmax,5,gate_c_l1,7.006277365526747,0.0,11.315933971230214,12.389917535038226,0.0,nan,nan,-1,29.11134305499133,0.37109853882329946,0.0234375,16512,8.12723422050476
Gate-C-L1-softmax,6,gate_c_l1,6.923749783021645,0.0,10.778847685103514,12.61112820708383,0.0,nan,nan,-1,31.278711522836993,0.361498135751788,0.0234375,16512,8.405861377716064
Gate-C-L1-softmax,7,gate_c_l1,7.108081422525389,0.0,10.95672138253553,10.901892295182975,0.0,nan,nan,-1,29.37235167659185,0.4090125250979373,0.1328125,16512,7.007340431213379
Gate-C-L1-softmax,8,gate_c_l1,6.9880382808102794,0.0,12.871523711969678,12.588413772012954,0.0,nan,nan,-1,32.768161121490074,0.375974348888607,0.0546875,16512,7.251913547515869
Gate-C-L1-softmax,9,gate_c_l1,7.144376651937309,0.0,15.61671860155067,16.704007296571813,0.0,nan,nan,-1,30.139540423216488,0.39151843246837026,0.0859375,16512,7.244266033172607
