arm,seed,feat,stream_ppl,floor_frac,forgetting_ppl,forgetting_ppl_med,forget_floor_frac,chan_util_min,chan_util_gini,chan_never_selected,oracle_ppl,gate_mean,gate_frac_gt_half,n_params_gate,runtime_s
B-softmax-sgd,0,proj,8.752514555332136,0.0,8.404154013506803,9.671229516352803,0.0,nan,nan,-1,7.344013092223381,nan,nan,0,3.1328048706054688
B-softmax-sgd,1,proj,8.47493320102483,0.0,8.859163714933507,10.468357618018894,0.0,nan,nan,-1,7.152388668797903,nan,nan,0,4.47322416305542
B-softmax-sgd,2,proj,8.592802646699006,0.0,8.881384997785005,9.806551992705387,0.0,nan,nan,-1,7.185695874900826,nan,nan,0,3.336228609085083
B-softmax-sgd,3,proj,8.76620100525086,0.0,8.902327074634005,9.957046800061484,0.0,nan,nan,-1,7.361639746876128,nan,nan,0,3.3923563957214355
B-softmax-sgd,4,proj,8.576693523192654,0.0,8.691387152160836,10.117423191948324,0.0,nan,nan,-1,7.2545617397491755,nan,nan,0,3.0586836338043213
B-softmax-sgd,5,proj,8.618399749088358,0.0,8.471259441655686,9.144534442917976,0.0,nan,nan,-1,7.186052996483156,nan,nan,0,3.356412172317505
B-softmax-sgd,6,proj,8.735415393989804,0.0,9.368754904507735,11.188690593841498,0.0,nan,nan,-1,7.290880561240637,nan,nan,0,3.4136147499084473
B-softmax-sgd,7,proj,8.604345575245915,0.0,8.704965943273482,9.761644297525526,0.0,nan,nan,-1,7.182753544109646,nan,nan,0,3.611355781555176
B-softmax-sgd,8,proj,8.694733455281384,0.0,9.713668103800766,9.936618284863787,0.0,nan,nan,-1,7.258389212524579,nan,nan,0,7.216501951217651
B-softmax-sgd,9,proj,8.66734238227523,0.0,8.907933171829704,9.938695401593481,0.0,nan,nan,-1,7.261724518487203,nan,nan,0,3.3856372833251953
Skip-sub-softmax,0,sub,8.267414861025243,0.0,10.174508769319914,12.043870432662004,0.0,nan,nan,-1,27.87063221824963,nan,nan,0,3.5727546215057373
Skip-sub-softmax,1,sub,7.7754053463696895,0.0,9.443578383798394,10.722667601016445,0.0,nan,nan,-1,29.98340438487436,nan,nan,0,3.4747226238250732
Skip-sub-softmax,2,sub,8.326256118035984,0.0,9.819976950907868,10.860716887130748,0.0,nan,nan,-1,27.56564091772008,nan,nan,0,4.084458589553833
Skip-sub-softmax,3,sub,7.921039867183009,0.0,9.603371720921714,9.784047527935932,0.0,nan,nan,-1,31.941399318565093,nan,nan,0,3.401500701904297
Skip-sub-softmax,4,sub,8.146911343049293,0.0,9.99624333186252,11.399960036049748,0.0,nan,nan,-1,29.171199169046247,nan,nan,0,3.3228938579559326
Skip-sub-softmax,5,sub,7.85518903567486,0.0,8.547006051520132,9.275690869982839,0.0,nan,nan,-1,31.782089506279515,nan,nan,0,3.511630058288574
Skip-sub-softmax,6,sub,7.607521961149749,0.0,9.259451640953134,10.921707709900899,0.0,nan,nan,-1,33.75536324090258,nan,nan,0,3.993602752685547
Skip-sub-softmax,7,sub,8.738462866725321,0.0,10.403112535242272,11.329194061272382,0.0,nan,nan,-1,23.405193508923205,nan,nan,0,4.095702409744263
Skip-sub-softmax,8,sub,8.56596000187476,0.0,14.910011199006039,12.425244791618207,0.0,nan,nan,-1,27.603990244699,nan,nan,0,8.272531747817993
Skip-sub-softmax,9,sub,8.214277581124572,0.0,20.151230655254007,23.071307377864333,0.0,nan,nan,-1,31.277491050966926,nan,nan,0,8.917475938796997
B-noise-softmax,0,noise,10.387125458307082,0.0,9.096728619038315,10.448598490264525,0.0,nan,nan,-1,10.629636078938452,nan,nan,0,10.027775526046753
B-noise-softmax,1,noise,10.066439148816476,0.0,9.489123799317815,11.096344066123645,0.0,nan,nan,-1,10.47290174136556,nan,nan,0,9.589354753494263
B-noise-softmax,2,noise,10.20391618982151,0.0,9.466592047693926,10.393234889774792,0.0,nan,nan,-1,10.396722697588306,nan,nan,0,11.192503929138184
B-noise-softmax,3,noise,10.440872304516303,0.0,9.664333059210382,10.848922223655002,0.0,nan,nan,-1,10.912779524033928,nan,nan,0,12.2866952419281
B-noise-softmax,4,noise,10.162051974106678,0.0,9.498503667651303,10.957707114686956,0.0,nan,nan,-1,10.917100856334839,nan,nan,0,10.23169994354248
B-noise-softmax,5,noise,10.261581417753694,0.0,9.085357157530444,9.879844963756767,0.0,nan,nan,-1,10.781315396737963,nan,nan,0,9.835482597351074
B-noise-softmax,6,noise,10.331055249146061,0.0,10.155998887499901,12.013511829840125,0.0,nan,nan,-1,10.883573845818255,nan,nan,0,9.398598670959473
B-noise-softmax,7,noise,10.283519538615284,0.0,9.312002271358093,10.18615349277696,0.0,nan,nan,-1,10.562211121095471,nan,nan,0,9.483206272125244
B-noise-softmax,8,noise,10.305240622795676,0.0,10.301605230396722,10.374492322996485,0.0,nan,nan,-1,10.95974374595259,nan,nan,0,9.871665716171265
B-noise-softmax,9,noise,10.269567429205384,0.0,9.471640592656769,10.440683567818557,0.0,nan,nan,-1,10.848966746725328,nan,nan,0,11.42031216621399
Gate-C-softmax,0,gate_c,7.682539749263638,0.0,26.776016331433617,30.972591792908062,0.0,nan,nan,-1,29.562490698927718,0.7181136367207118,1.0,16512,23.091192722320557
Gate-C-softmax,1,gate_c,7.2149095487178085,0.0,15.159103602950301,17.8462195330164,0.0,nan,nan,-1,24.321525742007793,0.7108704077648645,1.0,16512,22.786826848983765
Gate-C-softmax,2,gate_c,8.138791563857637,0.0,27.095198355753524,32.835591823125945,0.0,nan,nan,-1,28.21964908893773,0.7380437070689772,1.0,16512,21.743128299713135
Gate-C-softmax,3,gate_c,7.605982158758922,0.0,31.770359962767532,34.85564115897328,0.0,nan,nan,-1,26.166965440881526,0.7261567133396292,1.0,16512,21.619014739990234
Gate-C-softmax,4,gate_c,7.7853719084584565,0.0,19.262384145857357,18.666391349766293,0.0,nan,nan,-1,28.96229253962846,0.729052988099649,1.0,16512,21.518496990203857
Gate-C-softmax,5,gate_c,7.792253620433064,0.0,25.534621088774266,20.111795796593395,0.0,nan,nan,-1,27.606091139486626,0.717612774648134,1.0,16512,8.095345258712769
Gate-C-softmax,6,gate_c,7.581842658556775,0.0,19.404461804103097,19.34144318737861,0.0,nan,nan,-1,26.51577305410429,0.7227607663016726,1.0,16512,7.752969980239868
Gate-C-softmax,7,gate_c,7.9698452003598845,0.0,21.346946310148343,17.81600819841831,0.0,nan,nan,-1,26.691153823233357,0.7402134124163267,1.0,16512,7.3065736293792725
