task,substrate,readout,seg_len,seed_idx,n_units,t_total,runtime_s,mean_acc_all,switch_block,detect_delta,n_expansions,best_delta,win_mean,hard_frac,seg1_acc,seg2_acc,seg3_acc,seg4_acc
adaptive_window,parallel,rls_auto_adapt,250,1,256,20000,4.272376537322998,0.7212009494469976,-1,nan,0,0.15999999999999998,169.01176470588234,0.5070588235294118,0.9,0.515,0.9,0.6
adaptive_window,parallel,pop_auto,250,4,256,20000,6.668081045150757,0.7565577496086057,-1,nan,0,0.10833333333333334,240.0,0.0,0.9,0.605,1.0,0.6
adaptive_window,parallel,pop_auto,250,5,256,20000,4.058715105056763,0.7553936669865158,499,0.15000000000000002,1,0.22499999999999998,240.0,0.0,0.935,0.52,0.9,0.67
adaptive_window,parallel,pop_auto,250,8,256,20000,6.729978561401367,0.758072824604818,-1,nan,0,0.19166666666666665,240.0,0.0,0.9,0.65,0.9,0.6
adaptive_window,parallel,pop_auto,250,9,256,20000,4.183476448059082,0.7707994545730013,519,0.16666666666666663,1,0.16666666666666674,240.0,0.0,0.9,0.68,0.9,0.6
adaptive_window,parallel,rls_auto_adapt,250,2,256,20000,4.258435249328613,0.7079743447300643,-1,nan,0,0.11999999999999994,169.01176470588234,0.5070588235294118,0.9,0.51,0.9,0.5
adaptive_window,parallel,rls_auto_adapt,250,3,256,20000,4.405256986618042,0.7364577546588557,899,0.15999999999999992,1,0.28,172.14117647058825,0.48470588235294115,0.94,0.5,0.9,0.6
adaptive_window,parallel,rls_auto_adapt,250,4,256,20000,4.3809216022491455,0.7079213171051967,-1,nan,0,0.14,170.98823529411766,0.4929411764705882,0.9,0.505,0.9,0.5
adaptive_window,parallel,rls_auto_adapt,250,5,256,20000,4.085543155670166,0.689538407151154,-1,nan,0,0.22000000000000003,160.28235294117647,0.5694117647058824,0.935,0.49,0.885,0.5
adaptive_window,parallel,pop_auto,250,6,256,20000,6.686209440231323,0.7666632998333418,-1,nan,0,0.10833333333333339,240.0,0.0,0.9,0.6,0.9,0.61
adaptive_window,parallel,pop_auto,250,7,256,20000,6.755161762237549,0.7546437048633908,-1,nan,0,0.175,240.0,0.0,1.0,0.57,0.995,0.595
adaptive_window,parallel,rls_auto_adapt,250,6,256,20000,4.495666742324829,0.7242411999393971,-1,nan,0,0.16000000000000003,173.95294117647057,0.4717647058823529,0.9,0.5,0.9,0.6
