arm,leak_frac,leak_k,leak_frac_plasticity,seed_idx,r0_nmse,r1_nmse,r2_nmse,r3_nmse,r1_kappa,r2_kappa,r3_kappa,r0_mc,r1_mc,r2_mc,r3_mc,n_edges,runtime_s
leak_plasticity,0.01,50,0.1,7,0.09156609247621679,0.024198452496676022,0.02683675765912892,0.056741765728287694,25.585269225745336,26.402772378096763,27.237089857595294,11.011729164930104,5.4809426084292685,6.150443558536157,7.022057028925052,1062,515.0621519088745
leak_plasticity,0.01,50,0.1,6,0.09498445140499072,0.014882580298415016,0.021738041400920408,0.0671718805979334,25.593025209792366,26.217965105357326,27.17001694843275,11.731134407901376,6.273658397969057,6.161110159259066,7.002250992010377,1062,537.6797077655792
leak_plasticity,0.01,50,0.1,8,0.09035686252292542,0.030636055257266905,0.02466561265170584,0.04645828146566621,25.385299541577464,26.042834699540265,26.800596522175645,10.841818126655863,5.580153520473877,5.541536368240931,5.452249954494525,1062,524.8640131950378
leak_plasticity,0.01,50,0.3,1,0.08420531565184088,0.026759795617023303,0.03159574481347716,0.08325938326495719,25.565690061693527,26.13328808452082,26.820560030048593,11.279011518192528,6.008716410059347,6.15592436901675,7.061437767976052,1062,435.1865117549896
leak_plasticity,0.01,50,0.3,4,0.09992789090925779,0.019235347873911655,0.03747712133059333,0.046330562513820256,25.76107215123581,26.632870200751377,27.67354663425696,11.385030386367657,5.797932715998391,6.106728078053908,7.174074963067139,1062,413.24897146224976
leak_plasticity,0.01,50,0.1,9,0.07371315063718108,0.022595187992729606,0.026120191433062323,0.06462332992697864,25.5575634574021,26.354135871490104,27.075092092528813,11.276506299467771,5.462533920797949,6.401542616067522,6.592658874114688,1062,520.6777009963989
leak_plasticity,0.01,50,0.3,3,0.07045619430361345,0.018916062251649424,0.023371907153350652,0.07597702378465228,25.48604668390872,26.23806927675249,26.933422918563487,11.014032449545763,4.379397145263973,6.004609733292583,6.838887700505835,1062,438.74464869499207
leak_plasticity,0.01,50,0.3,2,0.0938335989457308,0.020287352307460968,0.021344935638586516,0.052581455850130784,25.2423257429183,26.153505429261227,27.197394750408964,2.0036963021985708,5.6590251171871175,3.0243338058245053,7.2837457828988,1062,439.3260691165924
leak_plasticity,0.01,50,0.3,0,0.09427023449154434,0.022130537086615835,0.027679729084916543,0.0528561252888893,25.68250130647876,26.3219243572016,26.94525107469397,10.015411149960917,5.74222592526963,5.760265095304906,6.5096274108593555,1062,459.47785806655884
leak_plasticity,0.01,50,0.3,6,0.09798223577648474,0.019823679142120916,0.02314292472791052,0.08604933467664279,25.382499021003856,25.868872980023074,26.74765106027583,11.731134407901376,5.6878774728737,5.679486951178425,6.717787217811836,1062,409.49025893211365
leak_plasticity,0.01,50,0.3,5,0.07741317926227377,0.018917921475009796,0.01987872692324179,0.060104630806645847,25.249230662488543,25.830327113990787,26.59129550113271,11.338746487297865,5.651537544373904,6.342471788163036,7.240432473851236,1062,411.71925497055054
leak_plasticity,0.01,50,0.3,7,0.09258200173803234,0.031337041449790014,0.019913215332530612,0.06452583586712021,25.833985844431822,26.473203761904557,27.107362802818166,11.011729164930104,6.17439857218379,5.85155300460896,6.349232563396748,1062,386.56583619117737
leak_plasticity,0.01,50,0.3,8,0.0830552458598151,0.022466241023992615,0.025126161297786512,0.054096769303370075,25.430710467008453,26.13010208924301,27.015763859174363,10.841818126655863,5.285574575321891,5.784994434666589,6.057624677601351,1062,115.12229490280151
leak_plasticity,0.01,50,0.3,9,0.06953873752897187,0.022933845680968363,0.021312330200242816,0.03284220706130607,25.699859055458106,26.49020955235422,27.320425600089866,11.276506299467771,5.76899683389323,6.537761703079404,6.1428127628755504,1062,112.47754073143005
leak_plasticity,0.01,50,0.5,0,0.09848447085190638,0.01748698198273312,0.02949852526492292,0.0845258001199043,25.606183204663537,26.56711822386215,27.400181780823264,10.015411149960917,5.4923667143114665,6.34881643747159,6.136859036828252,1062,110.93168139457703
leak_plasticity,0.01,50,0.5,1,0.08621395707034955,0.02510076123899931,0.03268884079631531,0.080756476095203,25.352867979835136,25.88233525883972,26.447290622218997,11.279011518192528,5.58583936438144,5.927165249298365,5.985040010396269,1062,108.33357739448547
leak_plasticity,0.01,50,0.5,3,0.0736103756931432,0.021416189312354957,0.021872073625487074,0.06031897479335338,25.572345079059456,26.375532424463394,26.93677359957572,11.014032449545763,5.352671338739843,6.217290027712707,6.677192077732761,1062,98.52396607398987
leak_plasticity,0.01,50,0.5,2,0.08844823922383403,0.019424449295263713,0.02195269979324542,0.06733977821286903,25.342716488185747,26.117578213107123,26.975674577911704,2.0036963021985708,5.499545407628478,6.272324533959333,6.208287783289544,1062,100.46038842201233
leak_plasticity,0.01,50,0.5,4,0.0978201007833088,0.026012494865862594,0.03451192733265913,0.0639279056798713,25.461562108591394,26.116351783506765,26.975534321974663,11.385030386367657,4.9981345953862135,5.819903397245574,6.8588121645120035,1062,91.59621691703796
leak_plasticity,0.01,50,0.5,5,0.07924155653428529,0.020131942993366108,0.018353860362561966,0.05863690513098702,25.557999954729492,26.19403253693334,26.87795748053241,11.338746487297865,5.4628122883878785,6.192962401891787,2.73251269496774,1062,91.97117924690247
leak_plasticity,0.01,50,0.5,6,0.09518153634124832,0.017470099566958962,0.02400077456558257,0.07205988675717838,25.47600748621485,26.09030850263439,27.01186406761762,11.731134407901376,5.81896581441196,5.36027360827763,6.533531776576799,1062,88.38286805152893
leak_plasticity,0.01,50,0.5,7,0.09224370446864401,0.021078317266403038,0.02537410695836149,0.07131380499975401,25.446677472713347,25.934492529090612,26.74024993268714,11.011729164930104,4.981495389921107,5.483257414774905,5.835945820742988,1062,84.15886187553406
leak_plasticity,0.01,50,0.5,9,0.06565123576400989,0.023318375231363233,0.016965982864743094,0.039623658270432516,25.632471598534647,26.336040543331666,27.16092976586637,11.276506299467771,5.479512372694191,6.214739926329893,6.43528778588155,1062,78.7277319431305
leak_plasticity,0.01,50,0.5,8,0.08225237869595378,0.022860667251563098,0.022078484780132884,0.05724436261072842,25.438559312729883,26.047894881600293,26.850695017582357,10.841818126655863,5.878173020605949,5.776045228370531,6.61204146269113,1062,79.49932169914246
