task,substrate,readout,ratio,swap_every,seed_idx,n_units,t_total,runtime_s,mean_acc_all,n_flips,v_final,recovery,post_mean,success_rate
d2_timescale,random_graph_k25,passive_fixed,0.5,25,3,256,40000,3.569964647293091,0.4944931031883621,9,nan,0.021954450177435178,0.5214318403115871,0.3670886075949367
d2_timescale,random_graph_k25,passive_fixed,0.5,25,0,256,40000,3.6191067695617676,0.47348031456496065,16,nan,0.02330666172802763,0.497476387536514,0.3924050632911392
d2_timescale,random_graph_k25,passive_fixed,0.5,25,1,256,40000,3.6074399948120117,0.4880783146152106,14,nan,0.015109288577186717,0.5063381207400194,0.43037974683544306
d2_timescale,random_graph_k25,passive_fixed,0.5,25,6,256,40000,3.6273982524871826,0.47353609205798847,14,nan,0.017446174420222102,0.4939016553067187,0.26582278481012656
d2_timescale,random_graph_k25,passive_fixed,0.5,25,7,256,40000,3.3725435733795166,0.47715270973091123,14,nan,0.018707439466626972,0.5007400194741966,0.3037974683544304
d2_timescale,random_graph_k25,passive_fixed,0.5,25,8,256,40000,3.52768874168396,0.47996093062988376,11,nan,0.03089854658441354,0.5137485394352485,0.26582278481012656
d2_timescale,random_graph_k25,passive_fixed,0.5,25,9,256,40000,3.4957633018493652,0.47222620034672486,13,nan,0.01530422399208093,0.4926721032132424,0.35443037974683544
d2_timescale,random_graph_k25,passive_fixed,0.75,37,0,256,40000,3.502375841140747,0.47186904851636885,16,nan,0.06619560523505369,0.5438080933465739,0.3888888888888889
d2_timescale,random_graph_k25,passive_fixed,0.75,37,1,256,40000,3.484248161315918,0.49502964749629413,12,nan,0.07661496237383923,0.5735593346573984,0.3333333333333333
d2_timescale,random_graph_k25,passive_fixed,0.75,37,2,256,40000,3.581320285797119,0.4741003994874501,18,nan,0.04068860979091307,0.5226251241310825,0.4074074074074074
d2_timescale,random_graph_k25,passive_fixed,0.75,37,3,256,40000,3.486403226852417,0.509425768196779,9,nan,0.1326487133032255,0.6399940417080436,0.46296296296296297
