pulses,M_cv0.02,M_cv0.2,M_cv0.5,M_cv1.0,single_exp
827.125,3.271141e-23,9.346978e-15,2.871782e-08,2.022990e-05,1.954084e-23
856.266,5.380430e-24,4.274260e-15,2.120744e-08,1.745128e-05,3.096441e-24
886.434,8.315731e-25,1.926633e-15,1.560599e-08,1.503514e-05,4.598266e-25
917.665,1.205141e-25,8.559039e-16,1.144339e-08,1.293701e-05,6.384753e-26
949.996,1.634134e-26,3.746966e-16,8.361272e-09,1.111743e-05,8.269601e-27
983.466,2.068608e-27,1.616233e-16,6.087489e-09,9.541535e-06,9.966696e-28
1018.12,2.438974e-28,6.868136e-17,4.416176e-09,8.178508e-06,1.114916e-28
1053.99,2.672019e-29,2.874924e-17,3.192207e-09,7.001171e-06,1.154561e-29
1091.12,2.713364e-30,1.185247e-17,2.299146e-09,5.985588e-06,1.103810e-30
1129.56,2.547482e-31,4.812038e-18,1.649936e-09,5.110710e-06,9.715216e-32
1169.36,2.205529e-32,1.923668e-18,1.179742e-09,4.358056e-06,7.849199e-33
1210.56,1.756066e-33,7.571048e-19,8.404672e-10,3.711422e-06,5.803674e-34
1253.21,1.282293e-34,2.933262e-19,5.965720e-10,3.156623e-06,3.914977e-35
1297.36,8.562597e-36,1.118561e-19,4.218983e-10,2.681258e-06,2.401596e-36
1343.07,5.213276e-37,4.197853e-20,2.972694e-10,2.274506e-06,1.335247e-37
1390.39,2.885215e-38,1.550243e-20,2.086819e-10,1.926935e-06,6.705170e-39
1439.37,1.446913e-39,5.632789e-21,1.459507e-10,1.630336e-06,3.030306e-40
1490.08,6.553847e-41,2.013470e-21,1.016973e-10,1.377578e-06,1.227945e-41
1542.58,2.672326e-42,7.079654e-22,7.059743e-11,1.162474e-06,4.444451e-43
1596.93,9.775246e-44,2.448342e-22,4.882473e-11,9.796648e-07,1.431118e-44
1653.19,3.196478e-45,8.326711e-23,3.364009e-11,8.245130e-07,4.082838e-46
1711.44,9.309707e-47,2.784615e-23,2.309063e-11,6.930145e-07,1.027604e-47
1771.73,2.405956e-48,9.155807e-24,1.578959e-11,5.817158e-07,2.271689e-49
1834.15,5.495980e-50,2.959494e-24,1.075617e-11,4.876431e-07,4.390831e-51
1898.78,1.105293e-51,9.403257e-25,7.299463e-12,4.082394e-07,7.385232e-53
1965.67,1.948960e-53,2.936499e-25,4.934762e-12,3.413095e-07,1.075658e-54
2034.93,3.000459e-55,9.012053e-26,3.323370e-12,2.849716e-07,1.349814e-56
2106.62,4.015546e-57,2.717763e-26,2.229584e-12,2.376147e-07,1.451725e-58
2180.84,4.650851e-59,8.052785e-27,1.490036e-12,1.978621e-07,1.330898e-60
2257.68,4.640391e-61,2.344121e-27,9.919578e-13,1.645389e-07,1.034218e-62
2337.22,3.969699e-63,6.702961e-28,6.578221e-13,1.366439e-07,6.772623e-65
2419.56,2.897544e-65,1.882609e-28,4.345484e-13,1.133252e-07,3.715014e-67
2504.81,1.795567e-67,5.192958e-29,2.859419e-13,9.385913e-08,1.696337e-69
2593.06,9.398135e-70,1.406648e-29,1.874230e-13,7.763174e-08,6.406278e-72
2684.41,4.132934e-72,3.741344e-30,1.223685e-13,6.412302e-08,1.987633e-74
2778.99,1.518788e-74,9.770059e-31,7.958166e-14,5.289316e-08,5.031478e-77
2876.9,4.638099e-77,2.504669e-31,5.155244e-14,4.357075e-08,1.031741e-79
2978.26,1.170317e-79,6.302953e-32,3.326397e-14,3.584261e-08,1.701134e-82
3083.19,2.425709e-82,1.556810e-32,2.137880e-14,2.944506e-08,2.238012e-85
3191.81,4.105154e-85,3.773834e-33,1.368589e-14,2.415642e-08,2.330707e-88
3304.27,5.637563e-88,8.977261e-34,8.726479e-15,1.979060e-08,1.905630e-91
3420.68,6.242679e-91,2.095451e-34,5.542138e-15,1.619164e-08,1.212867e-94
3541.2,5.537889e-94,4.798913e-35,3.505774e-15,1.322901e-08,5.956337e-98
3665.96,3.909452e-97,1.078201e-35,2.208792e-15,1.079364e-08,2.236501e-101
3795.12,2.181315e-100,2.376337e-36,1.386074e-15,8.794501e-09,6.360272e-105
3928.83,9.552363e-104,5.137223e-37,8.663126e-16,7.155773e-09,1.356585e-108
4067.25,3.259705e-107,1.089236e-37,5.392818e-16,5.814377e-09,2.148234e-112
4210.54,8.604595e-111,2.264904e-38,3.343536e-16,4.717916e-09,2.499324e-116
4358.89,1.743819e-114,4.618212e-39,2.064627e-16,3.822934e-09,2.113258e-120
4512.46,2.692454e-118,9.233294e-40,1.269752e-16,3.093444e-09,1.284068e-124
4671.44,3.142323e-122,1.809926e-40,7.777400e-17,2.499687e-09,5.542090e-129
4836.03,2.749861e-126,3.478159e-41,4.744433e-17,2.017094e-09,1.678709e-133
5006.41,1.789578e-130,6.552183e-42,2.882473e-17,1.625410e-09,3.524321e-138
5182.79,8.588433e-135,1.209859e-42,1.744108e-17,1.307963e-09,5.062498e-143
5365.39,3.013451e-139,2.189575e-43,1.051007e-17,1.051049e-09,4.909496e-148
5554.42,7.662741e-144,3.883524e-44,6.307513e-18,8.434204e-10,3.170156e-153
5750.12,1.399511e-148,6.749922e-45,3.769882e-18,6.758631e-10,1.343609e-158
5952.7,1.819122e-153,1.149591e-45,2.243939e-18,5.408363e-10,3.682744e-164
6162.43,1.667172e-158,1.918342e-46,1.330162e-18,4.321800e-10,6.428468e-170
6379.54,1.067063e-163,3.136268e-47,7.852447e-19,3.448694e-10,7.033583e-176
6604.3,4.723543e-169,5.023093e-48,4.616461e-19,2.748114e-10,4.744949e-182
6836.98,1.431885e-174,7.880752e-49,2.702799e-19,2.186777e-10,1.940319e-188
7077.86,2.942552e-180,1.211072e-49,1.575853e-19,1.737653e-10,4.725433e-195
7327.23,4.057399e-186,1.822828e-50,9.149798e-20,1.378827e-10,6.729876e-202
7585.38,3.714747e-192,2.686973e-51,5.290519e-20,1.092557e-10,5.499972e-209
7852.63,2.234283e-198,3.878748e-52,3.046301e-20,8.644995e-11,2.529319e-216
8129.29,8.732996e-205,5.482760e-53,1.746755e-20,6.830800e-11,6.414141e-224
8415.7,2.193883e-211,7.588497e-54,9.974081e-21,5.389688e-11,8.783298e-232
8712.2,3.502819e-218,1.028326e-54,5.671427e-21,4.246590e-11,6.355245e-240
9019.14,3.514202e-225,1.364251e-55,3.211348e-21,3.341189e-11,2.375756e-248
9336.9,2.189842e-232,1.771807e-56,1.810736e-21,2.625095e-11,4.482926e-257
9665.86,8.376660e-240,2.252518e-57,1.016699e-21,2.059546e-11,4.168222e-266
10006.4,1.943659e-247,2.802983e-58,5.684557e-22,1.613541e-11,1.862689e-275
10358.9,2.702737e-255,3.413852e-59,3.164934e-22,1.262321e-11,3.898698e-285
10723.9,2.224804e-263,4.069233e-60,1.754664e-22,9.861435e-12,3.721196e-295
11101.7,1.070731e-271,4.746744e-61,9.686821e-23,7.692906e-12,1.575487e-305
11492.9,2.975056e-280,5.418350e-62,5.325055e-23,5.992667e-12,2.875269e-316
11897.8,4.711842e-289,6.051997e-63,2.914873e-23,4.661531e-12,0.000000e+00
12317,4.199074e-298,6.613994e-64,1.588785e-23,3.620887e-12,0.000000e+00
12750.9,2.078273e-307,7.071890e-65,8.622988e-24,2.808529e-12,0.000000e+00
13200.2,5.637571e-317,7.397541e-66,4.660098e-24,2.175303e-12,0.000000e+00
13665.2,0.000000e+00,7.569953e-67,2.507691e-24,1.682429e-12,0.000000e+00
14146.7,0.000000e+00,7.577521e-68,1.343669e-24,1.299359e-12,0.000000e+00
14645.1,0.000000e+00,7.419311e-69,7.168815e-25,1.002067e-12,0.000000e+00
15161,0.000000e+00,7.105215e-70,3.808346e-25,7.716830e-13,0.000000e+00
15695.2,0.000000e+00,6.654923e-71,2.014452e-25,5.934099e-13,0.000000e+00
16248.2,0.000000e+00,6.095877e-72,1.060978e-25,4.556631e-13,0.000000e+00
16820.6,0.000000e+00,5.460499e-73,5.563936e-26,3.493861e-13,0.000000e+00
17413.2,0.000000e+00,4.783074e-74,2.905239e-26,2.675096e-13,0.000000e+00
18026.7,0.000000e+00,4.096724e-75,1.510439e-26,2.045242e-13,0.000000e+00
18661.9,0.000000e+00,3.430815e-76,7.818859e-27,1.561424e-13,0.000000e+00
19319.3,0.000000e+00,2.809090e-77,4.029955e-27,1.190330e-13,0.000000e+00
20000,0.000000e+00,2.248632e-78,2.068099e-27,9.061160e-14,0.000000e+00
