config_name,kappa,r_fit,r_phys,med_eff_us,cv_eff,stretch,sse
ring_bidir,50.0,0.719936575726151,0.8356212256144915,5000.000000000002,2.1618386063817163,28.735632183908056,0.3450611661529051
ring_bidir,100.0,0.6456316221928231,0.7717927455858613,5000.000000000002,2.0614857851179473,28.735632183908056,0.3953861225779055
ring_unidir,0.1,0.9797187768357081,0.9745310224192413,1197.2565871882925,2.9999999999999996,6.880784983840762,1.5022884739168547
ring_unidir,0.3,0.9714933318181967,0.9669564260598192,1271.2655868314878,2.9999999999999996,7.30612406224993,1.5549910499977357
ring_unidir,0.5,0.9576264767789333,0.9645035955027222,1498.219808257591,2.9999999999999996,8.610458668147075,1.588592053558249
ring_unidir,0.7,0.8495872933380176,0.8863358402536454,2218.6052064944665,2.9999999999999996,12.75060463502567,1.6398896520338555
ring_unidir,1.0,0.7007257569807241,0.7694468995114682,2944.983783237556,2.9999999999999996,16.92519415653768,1.4720110211460176
ring_unidir,2.0,0.5943955794514695,0.6606449349659794,3287.433672227926,2.9999999999999996,18.89329696682716,1.4335423801493061
ring_unidir,3.0,0.5915866593201153,0.6699853769421654,3282.62703483678,2.9999999999999996,18.86567261400448,1.4346271838419167
ring_unidir,5.0,0.6618898799113205,0.7279961782224098,2946.3582341196657,2.9999999999999996,16.933093299538307,1.5328078961963947
ring_unidir,10.0,0.8883226909361215,0.9158384223182041,1939.3380294232813,2.9999999999999996,11.14562085875449,1.706619104513139
