arm,seed,lr_scale,feat,readout_map,stream_ppl,clip_frac,floor_frac,neg_frac,forgetting_ppl,forgetting_ppl_med,forget_floor_frac,oracle_ppl,gate_mean,gate_frac_gt_half,n_params_readout,n_params_gate,n_params_host,runtime_s
X-SelSSM-full,0,4.0,selsmm_full,softmax_sgd,3962.154703331274,0.0,0.11106172565142508,0.0,2348720.7118785344,1868712.6715182734,0.059719438877755514,23.095057616058906,nan,nan,8224,0,24864,156.56858897209167
X-SelSSM-full,1,4.0,selsmm_full,softmax_sgd,4504.428596738751,0.0,0.1227845991443969,0.0,11326327.039319498,14726615.619864324,0.09539078156312625,20.19869016788569,nan,nan,8224,0,24864,156.34813785552979
X-SelSSM-full,2,4.0,selsmm_full,softmax_sgd,2062.2987502961196,0.0,0.09267181510083894,0.0,2770248.3212004406,2039345.7111832679,0.03847695390781563,23.731958241364296,nan,nan,8224,0,24864,160.1409204006195
X-SelSSM-full,3,4.0,selsmm_full,softmax_sgd,8924.930464033181,0.0,0.14111895105283626,0.0,14174812.216475,13223957.236021046,0.14148296593186374,25.16156063129812,nan,nan,8224,0,24864,164.73870277404785
X-SelSSM-full,4,4.0,selsmm_full,softmax_sgd,2309.1653049748857,0.0,0.08800488916050891,0.0,788167.6719090809,611346.9003703321,0.05490981963927856,24.17236615299011,nan,nan,8224,0,24864,149.47004771232605
X-SelSSM-full,5,4.0,selsmm_full,softmax_sgd,2606.6772265515265,0.0,0.10539474415245291,0.0,1080039.6604707018,1005997.5596806074,0.05731462925851703,18.957006202663795,nan,nan,8224,0,24864,160.8639793395996
X-SelSSM-full,6,4.0,selsmm_full,softmax_sgd,6147.636101504571,0.0,0.13145174731929551,0.0,15840637.139723936,21023703.452402633,0.09418837675350701,22.717747489495974,nan,nan,8224,0,24864,155.0420081615448
X-SelSSM-full,7,4.0,selsmm_full,softmax_sgd,1002.999391201951,0.0,0.0698927718206567,0.0,353323.7351347276,256420.5894775698,0.03847695390781563,20.14999750835055,nan,nan,8224,0,24864,158.74681115150452
X-SelSSM-full,8,4.0,selsmm_full,softmax_sgd,3565.8707007317066,0.0,0.10795044169120507,0.0,1619153.2987910495,1848887.2025960705,0.06092184368737475,22.81671049604318,nan,nan,8224,0,24864,161.55000066757202
X-SelSSM-full,9,4.0,selsmm_full,softmax_sgd,2719.078010127581,0.0,0.1050613922995722,0.0,3091057.94259348,2241505.977955753,0.07374749498997996,22.032392623101607,nan,nan,8224,0,24864,161.12238430976868
